,date,link,company,field,place,round,amount,investor
342,2016.8.8,https://www.itjuzi.com/investevents/19086,暴风TV-统帅创智家,硬件,广东,A轮,2亿人民币,宁波航辰投资
343,2016.8.7,https://www.itjuzi.com/investevents/19077,九洲天旗,文化娱乐,北京,天使轮,1000万人民币,德同资本
344,2016.8.6,https://www.itjuzi.com/investevents/19830,塔普,硬件,上海,战略投资,未透露,季胜投资
345,2016.8.6,https://www.itjuzi.com/investevents/19074,莱坞筹,文化娱乐,北京,天使轮,数百万人民币,投资方未透露
346,2016.8.6,https://www.itjuzi.com/investevents/19073,秦丝科技,企业服务,广东,Pre-A轮,1000万人民币,极客投资
347,2016.8.6,https://www.itjuzi.com/investevents/19072,佰万仓,电子商务,上海,天使轮,数百万美元,"光速安振,高榕资本Banyan Fund"
348,2016.8.5,https://www.itjuzi.com/investevents/19057,e享家,本地生活,河北,天使轮,1000万人民币,投资方未透露
349,2016.8.5,https://www.itjuzi.com/investevents/19055,易代收E-COD,企业服务,天津,天使轮,1000万人民币,清研资本
350,2016.8.5,https://www.itjuzi.com/investevents/19054,宜客莱,硬件,上海,天使轮,500万人民币,投资方未透露
351,2016.8.5,https://www.itjuzi.com/investevents/19053,海斯凯尔,医疗健康,江苏,B轮,1亿人民币,"君联资本,长安私人资本,本草资本"
352,2016.8.5,https://www.itjuzi.com/investevents/19051,贷后邦,企业服务,上海,天使轮,600万人民币,投资方未透露
353,2016.8.5,https://www.itjuzi.com/investevents/19050,客如云,本地生活,北京,C轮,2.2亿人民币,"中信建投资本,中信证券,丰实资本- 嘉实基金,鼎峰资本,凯兴资本"
354,2016.8.5,https://www.itjuzi.com/investevents/19040,辣妈帮,电子商务,广东,D轮,未透露,投资方未透露
355,2016.8.5,https://www.itjuzi.com/investevents/19037,鹰漠旅行,旅游,上海,A轮,数千万人民币,SIG
356,2016.8.5,https://www.itjuzi.com/investevents/19029,inmix音米眼镜,电子商务,北京,B轮,数千万美元,"中信金石投资,亚商资本,IDG资本,君联资本"
357,2016.8.4,https://www.itjuzi.com/investevents/20059,谷阿莫,文化娱乐,台湾,A轮,3000万人民币,投资方未透露
358,2016.8.4,https://www.itjuzi.com/investevents/19513,LyncMed联医医疗科技,医疗健康,北京,Pre-A轮,数百万美元,"明势资本,真格基金"
359,2016.8.4,https://www.itjuzi.com/investevents/19022,跨境翼,电子商务,广东,B轮,5080万人民币,中商国能集团
360,2016.8.4,https://www.itjuzi.com/investevents/19017,酒庄惠,电子商务,宁夏,天使轮,数千万人民币,英诺天使基金
361,2016.8.4,https://www.itjuzi.com/investevents/19014,30秒懂车,汽车交通,北京,Pre-A轮,1500万人民币,华映资本
362,2016.8.3,https://www.itjuzi.com/investevents/19626,如涵电商,电子商务,浙江,新三板,未透露,投资方未透露
363,2016.8.3,https://www.itjuzi.com/investevents/19390,重庆嘿好吃,本地生活,重庆,战略投资,数千万人民币,乡村基投资
364,2016.8.3,https://www.itjuzi.com/investevents/19028,银客网,金融,北京,C轮,3亿人民币,Forgame云游控股
365,2016.8.3,https://www.itjuzi.com/investevents/18991,大话铲屎,文化娱乐,四川,天使轮,200万人民币,投资方未透露
366,2016.8.3,https://www.itjuzi.com/investevents/18980,妈咪宝箱,文化娱乐,山东,天使轮,500万人民币,华耀资本
367,2016.8.3,https://www.itjuzi.com/investevents/18979,易建科技,企业服务,海南,不明确,30亿人民币,投资方未透露
368,2016.8.3,https://www.itjuzi.com/investevents/18978,来买地,本地生活,北京,天使轮,数百万人民币,投资方未透露
369,2016.8.3,https://www.itjuzi.com/investevents/18974,慧择网(慧择保险),金融,广东,B轮,1亿人民币,达晨创投
370,2016.8.3,https://www.itjuzi.com/investevents/18973,Geohey极海,企业服务,北京,A轮,1500万人民币,拓尔思
371,2016.8.3,https://www.itjuzi.com/investevents/18968,威马汽车,汽车交通,上海,A轮,10亿美元,投资方未透露
372,2016.8.3,https://www.itjuzi.com/investevents/18964,大象人事,企业服务,浙江,天使轮,数千万人民币,普华资本(普华固周资本)
373,2016.8.3,https://www.itjuzi.com/investevents/18961,VIPKID大米科技,教育,北京,C轮,1亿美元,"云锋基金,红杉资本中国"
374,2016.8.3,https://www.itjuzi.com/investevents/18959,HowLiving美味生活,本地生活,台湾,天使轮,数千万新台币,Cherubic Ventures心元资本
375,2016.8.3,https://www.itjuzi.com/investevents/18956,赞那度,旅游,北京,A+轮,数千万人民币,普思资本
376,2016.8.3,https://www.itjuzi.com/investevents/18954,花卷商城,电子商务,北京,天使轮,900万人民币,"天使投资人王刚,Ventech China"
377,2016.8.3,https://www.itjuzi.com/investevents/18951,九天微星,社交网络,北京,天使轮,数千万人民币,关天资本(西科天使基金)
378,2016.8.2,https://www.itjuzi.com/investevents/20002,ofo共享单车,汽车交通,北京,A+轮,1000万人民币,"真格基金,天使投资人王刚"
379,2016.8.2,https://www.itjuzi.com/investevents/19227,7Nujoom中东达人秀,文化娱乐,北京,B轮,9220万人民币,科冕木业(天神娱乐)
380,2016.8.2,https://www.itjuzi.com/investevents/18972,石墨,企业服务,湖北,Pre-A轮,数千万人民币,"山行资本,Cherubic Ventures心元资本,初心资本"
381,2016.8.2,https://www.itjuzi.com/investevents/18945,YBDL青少年篮球发展联盟,体育运动,上海,Pre-A轮,1000万人民币,"磐石资本,二三四五投资基金"
382,2016.8.2,https://www.itjuzi.com/investevents/18942,东软熙康网,医疗健康,北京,B轮,6400万美元,"中国人保,阿尔卑斯电气株式会社"
383,2016.8.2,https://www.itjuzi.com/investevents/18938,易鑫资本(易鑫金融),汽车交通,北京,B轮,5.5亿美元,"腾讯,百度,京东"
384,2016.8.2,https://www.itjuzi.com/investevents/18936,众利保,金融,上海,天使轮,数千万人民币,鼎祁资本
385,2016.8.2,https://www.itjuzi.com/investevents/18935,小白世纪,广告营销,北京,天使轮,数百万人民币,清华x-lab创业DNA基金
386,2016.8.2,https://www.itjuzi.com/investevents/18934,舞动时代,体育运动,北京,Pre-A轮,数千万人民币,创势资本
387,2016.8.2,https://www.itjuzi.com/investevents/18933,可得眼镜网,电子商务,上海,C轮,1.46亿人民币,康恩贝
388,2016.8.2,https://www.itjuzi.com/investevents/18932,魔方元足球魔方,体育运动,上海,B轮,1亿人民币,"华人文化产业基金,北极光创投"
389,2016.8.2,https://www.itjuzi.com/investevents/18930,VS Media,文化娱乐,香港,C轮,数千万美元,Discovery Communications
390,2016.8.2,https://www.itjuzi.com/investevents/18927,更美APP,医疗健康,北京,C轮,3.45亿人民币,"潮宏基集团,苏宁环球,腾讯,中信建投资本,复星医药,君联资本"
391,2016.8.2,https://www.itjuzi.com/investevents/18919,好牙医-融通信联,医疗健康,北京,B轮,数千万人民币,"浅石创投,经纬中国"
392,2016.8.1,https://www.itjuzi.com/investevents/19536,企业汇,企业服务,江苏,天使轮,数百万人民币,知初资本
393,2016.8.1,https://www.itjuzi.com/investevents/18949,昆仑数据,企业服务,北京,B轮,未透露,投资方未透露
394,2016.8.1,https://www.itjuzi.com/investevents/18946,小红唇,电子商务,北京,C轮,6384万美元,华策影视
395,2016.8.1,https://www.itjuzi.com/investevents/18913,同心医联(同心医疗),医疗健康,北京,不明确,7500万人民币,投资方未透露
396,2016.8.1,https://www.itjuzi.com/investevents/18912,中融投,金融,广东,A轮,未透露,汇投资本
397,2016.8.1,https://www.itjuzi.com/investevents/18911,iklar.cn艾克莱尔,硬件,北京,种子轮,数千万人民币,投资方未透露
398,2016.8.1,https://www.itjuzi.com/investevents/18910,魔视互动,游戏,北京,种子轮,150万美元,松禾资本
399,2016.8.1,https://www.itjuzi.com/investevents/18909,ETCP停车-悦畅科技,汽车交通,北京,B轮,未透露,万达集团
400,2016.8.1,https://www.itjuzi.com/investevents/18908,Upano,硬件,北京,Pre-A轮,数千万人民币,星河互联
401,2016.8.1,https://www.itjuzi.com/investevents/18906,减约（脂斗士APP）,医疗健康,北京,A轮,数千万人民币,投资方未透露
402,2016.8.1,https://www.itjuzi.com/investevents/18896,东方IC,文化娱乐,上海,战略投资,数千万人民币,今日头条
403,2016.8.1,https://www.itjuzi.com/investevents/18895,甲虫网络,企业服务,重庆,天使轮,数百万人民币,中洲沃顿
404,2016.7.31,https://www.itjuzi.com/investevents/19864,EasyScience易科学,电子商务,北京,Pre-A轮,1000万人民币,"启赋资本,关天资本(西科天使基金)"
405,2016.7.31,https://www.itjuzi.com/investevents/18917,第一体育娱乐,体育运动,广东,A轮,1亿人民币,前海母基金
406,2016.7.30,https://www.itjuzi.com/investevents/18881,暖心理,医疗健康,北京,Pre-A轮,数百万人民币,薛蛮子
407,2016.7.29,https://www.itjuzi.com/investevents/20049,钱盒子,金融,广东,天使轮,5000万人民币,投资方未透露
408,2016.7.29,https://www.itjuzi.com/investevents/19209,摩象网络,硬件,上海,A轮,数千万人民币,"小米科技,京东"
409,2016.7.29,https://www.itjuzi.com/investevents/18941,伊美尔Evercare,本地生活,北京,新三板,数千万人民币,投资方未透露
410,2016.7.29,https://www.itjuzi.com/investevents/18897,LunchBox幻盒文化,广告营销,上海,天使轮,100万人民币,投资方未透露
411,2016.7.29,https://www.itjuzi.com/investevents/18838,韩都衣舍,电子商务,山东,新三板,数千万人民币,投资方未透露
412,2016.7.29,https://www.itjuzi.com/investevents/18836,喜跃汽车,汽车交通,上海,种子轮,未透露,赛马资本
413,2016.7.29,https://www.itjuzi.com/investevents/18835,超级电,汽车交通,广东,种子轮,未透露,三诺集团
414,2016.7.29,https://www.itjuzi.com/investevents/18833,财蜂发财树,金融,广东,战略投资,亿元及以上人民币,中城投资
415,2016.7.29,https://www.itjuzi.com/investevents/18831,左耳,社交网络,北京,A轮,1000万人民币,爱酷游
416,2016.7.29,https://www.itjuzi.com/investevents/18829,青莲云,硬件,北京,天使轮,600万人民币,投资方未透露
417,2016.7.29,https://www.itjuzi.com/investevents/18828,复宏汉霖,医疗健康,上海,A轮,1900万美元,华盖资本
418,2016.7.29,https://www.itjuzi.com/investevents/18826,口贷网,金融,四川,B轮,亿元及以上人民币,国家产业引导基金
419,2016.7.29,https://www.itjuzi.com/investevents/18802,功夫体育,体育运动,北京,天使轮,400万人民币,宁波道简基金
420,2016.7.28,https://www.itjuzi.com/investevents/20247,精准基因,医疗健康,北京,A轮,2000万人民币,春风创投(春雨医生)
421,2016.7.28,https://www.itjuzi.com/investevents/19021,快联网,硬件,北京,A轮,数千万美元,百度
422,2016.7.28,https://www.itjuzi.com/investevents/18799,北森云计算,企业服务,北京,新三板,数千万人民币,投资方未透露
423,2016.7.28,https://www.itjuzi.com/investevents/18797,美丽元,本地生活,广东,A+轮,1亿人民币,"美图秀秀,国金投资,天鸽互动,弘帆创投"
424,2016.7.28,https://www.itjuzi.com/investevents/18788,英雄体育,体育运动,天津,A轮,6.4亿人民币,"分众传媒,中信国安集团"
425,2016.7.28,https://www.itjuzi.com/investevents/18778,何仙姑夫,文化娱乐,山东,A轮,2000万人民币,"清科创投,华盖资本"
426,2016.7.28,https://www.itjuzi.com/investevents/18773,车致意,汽车交通,上海,A轮,数千万人民币,投资方未透露
427,2016.7.28,https://www.itjuzi.com/investevents/18770,镭神智能,硬件,广东,A轮,数千万人民币,"前海母基金,如山投资,北极光创投"
428,2016.7.28,https://www.itjuzi.com/investevents/18767,PingWest品玩,文化娱乐,北京,A轮,3000万人民币,"挚信资本,风云资本"
429,2016.7.28,https://www.itjuzi.com/investevents/4511,车云网,汽车交通,北京,A轮,数千万人民币,山行资本
430,2016.7.27,https://www.itjuzi.com/investevents/19488,非凡部落,教育,北京,天使轮,数百万人民币,云天使基金
431,2016.7.27,https://www.itjuzi.com/investevents/18787,深圳必肯科技,广告营销,广东,Pre-A轮,1000万人民币,赛马资本
432,2016.7.27,https://www.itjuzi.com/investevents/18759,海那边,本地生活,广东,A+轮,3000万人民币,源码资本
433,2016.7.27,https://www.itjuzi.com/investevents/18756,伟东云,教育,山东,A轮,数千万人民币,建银国际
434,2016.7.27,https://www.itjuzi.com/investevents/18755,游游铺子,文化娱乐,广东,天使轮,数千万人民币,赛马资本
435,2016.7.27,https://www.itjuzi.com/investevents/18747,弘成教育,教育,北京,F轮-上市前,未透露,"复思基金,海通开元"
436,2016.7.27,https://www.itjuzi.com/investevents/18745,工品汇,电子商务,江苏,A轮,6000万人民币,"南京睿恒,合力投资,顺融资本"
437,2016.7.27,https://www.itjuzi.com/investevents/18742,够近智慧社区,本地生活,贵州,天使轮,数百万人民币,中路资本
438,2016.7.27,https://www.itjuzi.com/investevents/18736,CloudIn云英,企业服务,北京,Pre-A轮,4000万人民币,"云启资本,晨兴资本"
439,2016.7.27,https://www.itjuzi.com/investevents/18735,钱到到,金融,北京,天使轮,数千万人民币,"险峰长青(险峰华兴),分期乐"
440,2016.7.27,https://www.itjuzi.com/investevents/18734,五月花财富,金融,北京,天使轮,1000万人民币,沃富金信
441,2016.7.27,https://www.itjuzi.com/investevents/18731,自客,企业服务,广东,天使轮,1000万人民币,高榕资本Banyan Fund
442,2016.7.27,https://www.itjuzi.com/investevents/16727,圈子账本,工具软件,北京,Pre-A轮,1000万人民币,考拉产业基金(拉卡拉)
443,2016.7.26,https://www.itjuzi.com/investevents/19844,蜂巢里,本地生活,广东,天使轮,1000万人民币,投资方未透露
444,2016.7.26,https://www.itjuzi.com/investevents/19783,就旅行justravel,旅游,北京,种子轮,未透露,投资方未透露
445,2016.7.26,https://www.itjuzi.com/investevents/18813,辰安科技,企业服务,北京,IPO上市,数千万人民币,投资方未透露
446,2016.7.26,https://www.itjuzi.com/investevents/18758,大碗娱乐,文化娱乐,北京,A轮,1000万人民币,北京文化
447,2016.7.26,https://www.itjuzi.com/investevents/18717,工资钱包,金融,上海,B轮,2亿人民币,"软银中国,柚子创投"
448,2016.7.26,https://www.itjuzi.com/investevents/18712,一禾美云,电子商务,广东,A轮,数千万人民币,"东方富海,千合资本,用友幸福投资,松禾资本,中联智盈创投,乐搏资本"
449,2016.7.26,https://www.itjuzi.com/investevents/18709,知子花,教育,北京,Pre-A轮,1500万人民币,和君资本
450,2016.7.26,https://www.itjuzi.com/investevents/18707,乐派网,旅游,广东,Pre-A轮,未透露,粤科金融
451,2016.7.26,https://www.itjuzi.com/investevents/18705,蓝石星际Bluestone,企业服务,重庆,D轮,3000万美元,IIFL and Accel
452,2016.7.26,https://www.itjuzi.com/investevents/18702,户外星球（户外圈）,体育运动,北京,A轮,数千万人民币,壹号资本
453,2016.7.26,https://www.itjuzi.com/investevents/18701,活动家,文化娱乐,四川,Pre-A轮,数百万人民币,投资方未透露
454,2016.7.26,https://www.itjuzi.com/investevents/18699,顺天道传媒,文化娱乐,北京,种子轮,数百万人民币,西藏猎鹰天使创投
455,2016.7.26,https://www.itjuzi.com/investevents/18692,白龙马汽车,汽车交通,广东,战略投资,未透露,招商证券
456,2016.7.26,https://www.itjuzi.com/investevents/18687,海风教育Hyphen,教育,上海,A+轮,数千万人民币,"沪江教育-互桂基金,蚂蚁雄兵投资"
457,2016.7.25,https://www.itjuzi.com/investevents/18678,神居动漫,文化娱乐,北京,天使轮,数百万人民币,"艾瑞资本(艾瑞),汉理资本"
458,2016.7.25,https://www.itjuzi.com/investevents/18675,优必选科技,硬件,广东,B轮,1亿美元,"鼎晖投资,中信证券"
459,2016.7.25,https://www.itjuzi.com/investevents/18674,锅否科技,本地生活,北京,Pre-A轮,3400万人民币,星河互联
460,2016.7.25,https://www.itjuzi.com/investevents/18670,白山云,企业服务,贵州,B轮,亿元及以上人民币,融玺创投
461,2016.7.25,https://www.itjuzi.com/investevents/18669,吃几顿,本地生活,浙江,天使轮,500万人民币,"Spark Capital,Cedar Fund,OurCrowd"
462,2016.7.25,https://www.itjuzi.com/investevents/18668,牛客网,教育,北京,Pre-A轮,1000万人民币,亿联资本
463,2016.7.25,https://www.itjuzi.com/investevents/18659,邦盛金融,金融,浙江,B轮,1.35亿人民币,"君联资本,新湖中宝-新湖控股,达晨创投,MFund魔量基金"
464,2016.7.25,https://www.itjuzi.com/investevents/18652,赛欧必弗,硬件,北京,A轮,4000万人民币,"鼎峰资本,同创伟业,中搜网络-中搜创投"
465,2016.7.25,https://www.itjuzi.com/investevents/18649,贝多多,金融,广东,天使轮,500万人民币,天使湾
466,2016.7.25,https://www.itjuzi.com/investevents/18646,星路天下,文化娱乐,北京,A轮,2000万人民币,升华拜克
467,2016.7.24,https://www.itjuzi.com/investevents/19519,Chatcat聊猫科技,社交网络,北京,天使轮,数百万人民币,上海掌门科技
468,2016.7.24,https://www.itjuzi.com/investevents/18640,手趣动漫,文化娱乐,上海,Pre-A轮,数千万人民币,成都德商投资(德商资本)
469,2016.7.23,https://www.itjuzi.com/investevents/18653,索福德体育,体育运动,上海,B+轮,数千万人民币,红杉资本中国
470,2016.7.23,https://www.itjuzi.com/investevents/18645,一点资讯,文化娱乐,北京,D轮,数千万美元,OPPO欧珀
471,2016.7.23,https://www.itjuzi.com/investevents/18639,永洪科技,企业服务,北京,C轮,2亿人民币,"腾讯,元生资本,东方富海,经纬中国,艾瑞资本(艾瑞)"
472,2016.7.22,https://www.itjuzi.com/investevents/18929,就医160网,医疗健康,广东,新三板,7400万人民币,"嘉诚资本,启赋资本"
473,2016.7.22,https://www.itjuzi.com/investevents/18632,日日顺乐家,电子商务,山东,A+轮,未透露,投资方未透露
474,2016.7.22,https://www.itjuzi.com/investevents/18626,点我达,物流,上海,不明确,10亿人民币,投资方未透露
475,2016.7.22,https://www.itjuzi.com/investevents/18625,Kao！烤肉饭,本地生活,北京,天使轮,2000万人民币,投资方未透露
476,2016.7.22,https://www.itjuzi.com/investevents/18615,神州专车(神州优车),汽车交通,天津,新三板,未透露,投资方未透露
477,2016.7.21,https://www.itjuzi.com/investevents/19337,NoahMob,广告营销,北京,A轮,数千万人民币,有米广告
478,2016.7.21,https://www.itjuzi.com/investevents/18612,Quantifeed,金融,香港,A轮,450万美元,PGA Venture Partners
479,2016.7.21,https://www.itjuzi.com/investevents/18609,女神有财,金融,北京,种子轮,数千万人民币,投资方未透露
480,2016.7.21,https://www.itjuzi.com/investevents/18608,巴图鲁汽配铺,汽车交通,广东,B轮,1亿人民币,"钟鼎创投,华创资本"
481,2016.7.21,https://www.itjuzi.com/investevents/18601,居乐屋,房产服务,上海,A轮,数千万人民币,VANGOO盘古创富
482,2016.7.21,https://www.itjuzi.com/investevents/18600,陈翔六点半,文化娱乐,云南,A轮,数千万人民币,贝塔斯曼亚洲投资基金
483,2016.7.21,https://www.itjuzi.com/investevents/18595,抱抱APP,社交网络,北京,B+轮,1亿人民币,"华映资本,腾讯,纪源资本GGV,顺为基金,险峰长青(险峰华兴)"
484,2016.7.20,https://www.itjuzi.com/investevents/18585,农发贷,金融,广东,A轮,4000万人民币,投资方未透露
485,2016.7.20,https://www.itjuzi.com/investevents/18584,去滑雪GoSki,体育运动,北京,A轮,3300万人民币,"新动金鼎体育基金,体坛传媒,伯乐纵横投资,去玩资本,挚盈资本"
486,2016.7.20,https://www.itjuzi.com/investevents/18583,社群科技,广告营销,广东,天使轮,2000万人民币,美的集团
487,2016.7.20,https://www.itjuzi.com/investevents/18582,兼客兼职,企业服务,福建,A+轮,3000万人民币,大营资本
488,2016.7.20,https://www.itjuzi.com/investevents/18580,纷享逍客(纷享销客),企业服务,北京,E轮,7000万美元,骊悦投资
489,2016.7.20,https://www.itjuzi.com/investevents/18575,停车百事通,汽车交通,广东,A轮,数千万人民币,松禾资本
490,2016.7.20,https://www.itjuzi.com/investevents/18566,拼多多,电子商务,上海,B轮,1.1亿美元,"高榕资本Banyan Fund,新天域资本,腾讯"
491,2016.7.19,https://www.itjuzi.com/investevents/20165,这儿有卡,企业服务,北京,天使轮,400万人民币,"英诺天使基金,京北投资-京北天使"
492,2016.7.19,https://www.itjuzi.com/investevents/19847,360健康,医疗健康,广东,A轮,数千万人民币,软银中国
493,2016.7.19,https://www.itjuzi.com/investevents/19068,智行者科技,汽车交通,北京,天使轮,数百万人民币,臻云创投(臻云智能)
494,2016.7.19,https://www.itjuzi.com/investevents/18568,靠谱网络-靠谱助手,游戏,福建,B轮,亿元及以上人民币,"腾讯,愿景资本,梦想者电影"
495,2016.7.19,https://www.itjuzi.com/investevents/18564,毒舌电影,文化娱乐,广东,A轮,数千万人民币,"贝塔斯曼亚洲投资基金,凌越资本,涌铧投资,合鲸资本"
496,2016.7.19,https://www.itjuzi.com/investevents/18563,印娃,本地生活,北京,天使轮,250万人民币,Souza Investment林勇
497,2016.7.19,https://www.itjuzi.com/investevents/18557,先通医药,医疗健康,北京,A轮,1亿人民币,物明投资
498,2016.7.19,https://www.itjuzi.com/investevents/18556,加和科技ReachMax,广告营销,北京,A轮,6000万人民币,"华映资本,数智匠人"
499,2016.7.19,https://www.itjuzi.com/investevents/18555,天机智讯,企业服务,广东,Pre-A轮,数千万人民币,金沙江创投
500,2016.7.19,https://www.itjuzi.com/investevents/18554,惠开车i保养,汽车交通,北京,Pre-A轮,1亿人民币,领沨资本
501,2016.7.19,https://www.itjuzi.com/investevents/18553,黑晶科技,文化娱乐,山东,A+轮,1000万人民币,长石资本
502,2016.7.19,https://www.itjuzi.com/investevents/18552,药材网,电子商务,广东,天使轮,数千万人民币,漫游科技
503,2016.7.19,https://www.itjuzi.com/investevents/18551,宝宝树,本地生活,北京,D轮,30亿人民币,投资方未透露
504,2016.7.19,https://www.itjuzi.com/investevents/18549,ethome智家,企业服务,浙江,天使轮,360万人民币,探针创投
505,2016.7.19,https://www.itjuzi.com/investevents/18547,小圈直播,文化娱乐,北京,天使轮,500万人民币,"梅鹤百资,宏远投资"
506,2016.7.19,https://www.itjuzi.com/investevents/18535,笨鸟社交,企业服务,福建,A轮,数千万人民币,东方富海
507,2016.7.19,https://www.itjuzi.com/investevents/18533,INXX英克斯,电子商务,浙江,A轮,数千万人民币,"众晖资本,中汇金,德同资本"
508,2016.7.19,https://www.itjuzi.com/investevents/18532,59云印,本地生活,上海,A轮,数千万人民币,暾澜投资
509,2016.7.18,https://www.itjuzi.com/investevents/19348,小影VivaVideo,文化娱乐,浙江,B轮,数千万人民币,光照资本
510,2016.7.18,https://www.itjuzi.com/investevents/19112,专家汇,企业服务,北京,天使轮,数百万人民币,投资方未透露
511,2016.7.18,https://www.itjuzi.com/investevents/18771,二维火,企业服务,浙江,B轮,亿元及以上人民币,蚂蚁金服(阿里巴巴)
512,2016.7.18,https://www.itjuzi.com/investevents/18531,薪太软,企业服务,上海,天使轮,1000万人民币,"零加壹投资,舒展控股"
513,2016.7.18,https://www.itjuzi.com/investevents/18529,DotC United,工具软件,北京,A轮,3亿人民币,"高榕资本Banyan Fund,成为资本,晨兴资本,贝塔斯曼亚洲投资基金,光速安振"
514,2016.7.18,https://www.itjuzi.com/investevents/18528,企游号,旅游,上海,A轮,数千万人民币,易居资本
515,2016.7.18,https://www.itjuzi.com/investevents/18525,第一人力-智阳科技,企业服务,上海,C轮,2亿人民币,"丹丰创投,软银中国"
516,2016.7.18,https://www.itjuzi.com/investevents/18524,小派科技小派4K,硬件,上海,Pre-A轮,数千万人民币,常春藤资本Ivy Capital
517,2016.7.18,https://www.itjuzi.com/investevents/18522,盼贷网,金融,北京,A轮,未透露,美国中经合集团
518,2016.7.18,https://www.itjuzi.com/investevents/18520,智慧商贸,企业服务,安徽,Pre-A轮,数千万人民币,"安徽南翔集团,有赞"
519,2016.7.18,https://www.itjuzi.com/investevents/18519,旅游资源交易,旅游,上海,A轮,5000万人民币,上海广发永胥股权投资管理有限公司
520,2016.7.18,https://www.itjuzi.com/investevents/18518,勤剪,本地生活,浙江,Pre-A轮,数千万人民币,暾澜投资
521,2016.7.18,https://www.itjuzi.com/investevents/18517,趣学车,汽车交通,北京,A+轮,1亿人民币,"凤凰祥瑞,好望角投资"
522,2016.7.18,https://www.itjuzi.com/investevents/18516,搜布,电子商务,浙江,A轮,5000万人民币,"慧聪网,暾澜投资"
523,2016.7.18,https://www.itjuzi.com/investevents/18513,美团点评集团(新美大),本地生活,北京,战略投资,未透露,华润创业联和基金
524,2016.7.16,https://www.itjuzi.com/investevents/19421,灼华网络,游戏,广东,Pre-A轮,2000万人民币,"国宏嘉信,立梅基金"
525,2016.7.16,https://www.itjuzi.com/investevents/18581,菠萝袋,金融,北京,战略投资,3000万人民币,投资方未透露
526,2016.7.16,https://www.itjuzi.com/investevents/18482,VFine Studio音未文化,文化娱乐,北京,天使轮,600万人民币,"星瀚资本,水木清华校友基金,真格基金"
527,2016.7.16,https://www.itjuzi.com/investevents/18481,音晨教育MSSVOCAL,教育,上海,天使轮,300万人民币,IDG资本
528,2016.7.16,https://www.itjuzi.com/investevents/18478,模界,电子商务,北京,天使轮,数百万人民币,投资方未透露
529,2016.7.15,https://www.itjuzi.com/investevents/19596,幻思文化,文化娱乐,北京,A轮,1000万人民币,磐谷创投
530,2016.7.15,https://www.itjuzi.com/investevents/19372,绘事后素,电子商务,北京,Pre-A轮,500万人民币,投资方未透露
531,2016.7.15,https://www.itjuzi.com/investevents/19052,金股链,金融,北京,天使轮,500万人民币,创势资本
532,2016.7.15,https://www.itjuzi.com/investevents/18492,骏伯网络,广告营销,广东,IPO上市后,2880万人民币,省广股份
533,2016.7.15,https://www.itjuzi.com/investevents/18480,爱尚鲜花,电子商务,上海,新三板,未透露,投资方未透露
534,2016.7.15,https://www.itjuzi.com/investevents/18466,聚保盆,金融,北京,天使轮,数百万人民币,君联资本
535,2016.7.15,https://www.itjuzi.com/investevents/18463,倍格创业,房产服务,北京,Pre-A轮,500万美元,"辰海资本,松禾资本"
536,2016.7.15,https://www.itjuzi.com/investevents/18451,三厚科技《新经济100人》,文化娱乐,北京,Pre-A轮,1800万人民币,高榕资本Banyan Fund
537,2016.7.15,https://www.itjuzi.com/investevents/18446,辛里有束-胡辛束,文化娱乐,北京,天使轮,450万人民币,"真格基金,罗辑思维"
538,2016.7.15,https://www.itjuzi.com/investevents/18445,天仪空间科技研究院,硬件,湖南,天使轮,数千万人民币,"北极光创投,国科嘉和,联想之星,泰有投资,臻云创投(臻云智能)"
539,2016.7.15,https://www.itjuzi.com/investevents/18444,一千零一艺,房产服务,北京,A轮,1亿人民币,"中俊伟业,瀛杉投资"
540,2016.7.14,https://www.itjuzi.com/investevents/18415,SequoiaDB 巨杉数据库,企业服务,广东,B轮,1000万美元,"DCM中国,启明创投"
541,2016.7.14,https://www.itjuzi.com/investevents/18417,Boss直聘,企业服务,北京,B轮,数千万美元,"今日资本,顺为基金"
542,2016.7.14,https://www.itjuzi.com/investevents/18422,护眼宝,医疗健康,广东,天使轮,数百万人民币,投资方未透露
543,2016.7.14,https://www.itjuzi.com/investevents/18426,国银租赁,金融,广东,IPO上市,53亿人民币,投资方未透露
544,2016.7.14,https://www.itjuzi.com/investevents/18428,光辉城市Smart+,房产服务,重庆,Pre-A轮,1200万人民币,盛景网联(盛景嘉成)
545,2016.7.14,https://www.itjuzi.com/investevents/18434,泓迅科技Synbio tech,医疗健康,江苏,B轮,数千万人民币,"苏州凯风创投,协立投资,雅惠精准医疗基金"
546,2016.7.14,https://www.itjuzi.com/investevents/18437,智信度,金融,上海,天使轮,1000万人民币,熊猫资本
547,2016.7.14,https://www.itjuzi.com/investevents/18439,微邦金融,金融,广东,Pre-A轮,2000万人民币,国资背景基金
548,2016.7.14,https://www.itjuzi.com/investevents/18443,有多,金融,浙江,天使轮,数千万人民币,投资方未透露
549,2016.7.14,https://www.itjuzi.com/investevents/18474,inWE因味茶,本地生活,北京,A轮,5亿人民币,投资方未透露
550,2016.7.14,https://www.itjuzi.com/investevents/18493,漫人文化IN次元,广告营销,上海,天使轮,210万人民币,省广股份
551,2016.7.14,https://www.itjuzi.com/investevents/18587,OK车险,汽车交通,上海,A轮,8000万人民币,"京东,艾想投资,IDG资本,云启资本"
