,date,link,company,field,place,round,amount,investor
41,2015.1.30,https://www.itjuzi.com/investevents/7923,指尖畅游,游戏,北京,天使轮,300万人民币,乐游资本
42,2015.1.30,https://www.itjuzi.com/investevents/7982,美黛拉,本地生活,广东,A轮,数百万美元,高榕资本Banyan Fund
43,2015.1.30,https://www.itjuzi.com/investevents/8267,艺术巴士Artbus,文化娱乐,北京,天使轮,300万人民币,投资方未透露
44,2015.1.30,https://www.itjuzi.com/investevents/8281,云马智行车,硬件,浙江,天使轮,数千万人民币,"顺为基金,米仓资本"
45,2015.1.30,https://www.itjuzi.com/investevents/8579,常客,社交网络,北京,天使轮,100万美元,紫辉创投
46,2015.1.30,https://www.itjuzi.com/investevents/8680,闪电购,电子商务,浙江,A轮,数百万美元,"经纬中国,Ribbit Capital"
47,2015.1.30,https://www.itjuzi.com/investevents/8801,小娱WiFi,文化娱乐,四川,A轮,未透露,中国平安(平安创新投)
48,2015.1.30,https://www.itjuzi.com/investevents/8805,财说证券,金融,北京,A轮,数百万美元,"IDG资本,真格基金"
49,2015.1.30,https://www.itjuzi.com/investevents/8829,小爱爱科技,硬件,广东,天使轮,800万人民币,"上海中金资本,众诚资本"
50,2015.1.30,https://www.itjuzi.com/investevents/8835,泰久信息,电子商务,广东,C轮,亿元及以上人民币,投资方未透露
51,2015.1.30,https://www.itjuzi.com/investevents/8856,车惠网,汽车交通,江苏,B轮,数千万美元,兰馨亚洲
52,2015.1.30,https://www.itjuzi.com/investevents/8897,Hi租房,房产服务,北京,天使轮,数百万人民币,九合创投
53,2015.1.30,https://www.itjuzi.com/investevents/8934,卓健科技,医疗健康,浙江,B轮,1.5亿人民币,"腾讯,挚信资本"
54,2015.1.30,https://www.itjuzi.com/investevents/8946,易招聘猎头网,企业服务,北京,Pre-A轮,100万美元,投资方未透露
55,2015.1.30,https://www.itjuzi.com/investevents/8979,MeowChat,社交网络,北京,A轮,数百万美元,SIG海纳亚洲
56,2015.1.30,https://www.itjuzi.com/investevents/9056,左邻右里,本地生活,上海,天使轮,数百万人民币,逐鹿资本
57,2015.1.30,https://www.itjuzi.com/investevents/9533,Vshare维享应用汇,工具软件,上海,A轮,数千万人民币,太冠资本
58,2015.1.30,https://www.itjuzi.com/investevents/9535,墨明棋妙,文化娱乐,北京,A轮,数百万人民币,创新工场
59,2015.1.30,https://www.itjuzi.com/investevents/9587,爱尚鲜花,电子商务,上海,A轮,数千万人民币,浙商创投
60,2015.1.30,https://www.itjuzi.com/investevents/9656,一号货的(1号货的),物流,广东,Pre-A轮,数百万人民币,真顺基金
61,2015.1.30,https://www.itjuzi.com/investevents/9677,威佩网络,游戏,浙江,天使轮,数百万人民币,"米仓资本,阿米巴资本,天使投资人吴泳铭"
62,2015.1.30,https://www.itjuzi.com/investevents/9687,米公益,本地生活,湖南,天使轮,数百万人民币,投资方未透露
63,2015.1.30,https://www.itjuzi.com/investevents/9817,紫薯家装,房产服务,北京,天使轮,数百万人民币,青松基金
64,2015.1.30,https://www.itjuzi.com/investevents/9861,这里-百闻不如一见,社交网络,北京,天使轮,数百万人民币,和玉基金
65,2015.1.30,https://www.itjuzi.com/investevents/10303,ihatcher海趣网,文化娱乐,北京,天使轮,数百万人民币,投资方未透露
66,2015.1.30,https://www.itjuzi.com/investevents/10722,MailTime简信,工具软件,香港,Pre-A轮,未透露,和玉基金
67,2015.1.29,https://www.itjuzi.com/investevents/7141,淘游学,教育,上海,天使轮,数百万人民币,投资方未透露
68,2015.1.29,https://www.itjuzi.com/investevents/7143,兼职猫,企业服务,广东,A轮,300万美元,挚信资本
69,2015.1.29,https://www.itjuzi.com/investevents/7145,找塑料网,电子商务,广东,A轮,2000万美元,"启明创投,IDG资本"
70,2015.1.29,https://www.itjuzi.com/investevents/7150,壹药网(1药网),医疗健康,广东,C轮,4.5亿人民币,投资方未透露
71,2015.1.29,https://www.itjuzi.com/investevents/7151,布拉旅行,旅游,上海,天使轮,300万人民币,投资方未透露
72,2015.1.29,https://www.itjuzi.com/investevents/7153,桔子理财,金融,广东,B轮,1亿美元,"DST,贝塔斯曼亚洲投资基金,经纬中国,险峰长青(险峰华兴)"
73,2015.1.29,https://www.itjuzi.com/investevents/7157,火辣健身,本地生活,北京,Pre-A轮,300万美元,"动域资本,景林投资,虎扑"
74,2015.1.29,https://www.itjuzi.com/investevents/7202,草根投资网,金融,浙江,A轮,数千万美元,顺为基金
75,2015.1.29,https://www.itjuzi.com/investevents/7278,PILO云梦枕,医疗健康,北京,天使轮,数百万人民币,真格基金
76,2015.1.29,https://www.itjuzi.com/investevents/7402,丢不了,硬件,广东,A轮,未透露,海尔投资
77,2015.1.29,https://www.itjuzi.com/investevents/8229,人人美剧,文化娱乐,上海,天使轮,数百万人民币,创新工场
78,2015.1.29,https://www.itjuzi.com/investevents/8251,Powervision臻迪智能科技,硬件,北京,A轮,数千万人民币,投资方未透露
79,2015.1.29,https://www.itjuzi.com/investevents/8276,点点租,房产服务,广东,A轮,1000万人民币,投资方未透露
80,2015.1.29,https://www.itjuzi.com/investevents/8425,食好运煎饼,本地生活,北京,天使轮,数百万人民币,真格基金
81,2015.1.29,https://www.itjuzi.com/investevents/9618,九喜结婚助手,本地生活,北京,天使轮,1000万人民币,投资方未透露
82,2015.1.29,https://www.itjuzi.com/investevents/9879,有邻APP,本地生活,浙江,天使轮,数百万人民币,湖畔山南资本
83,2015.1.29,https://www.itjuzi.com/investevents/10701,大佬招聘,企业服务,北京,天使轮,数百万人民币,唯猎资本
84,2015.1.29,https://www.itjuzi.com/investevents/11502,易买果,电子商务,浙江,天使轮,数百万人民币,"九合创投,大道至简资本"
85,2015.1.29,https://www.itjuzi.com/investevents/11505,蜂蜜笔记,教育,上海,天使轮,数百万人民币,"825新媒体产业基金,华映资本"
86,2015.1.29,https://www.itjuzi.com/investevents/12084,最美应用,工具软件,北京,A轮,数百万美元,经纬中国
87,2015.1.29,https://www.itjuzi.com/investevents/12175,创业酵母-爱勾搭,企业服务,北京,天使轮,数百万人民币,高榕资本Banyan Fund
88,2015.1.29,https://www.itjuzi.com/investevents/12345,深圳巧贝科技,游戏,广东,A轮,数千万人民币,"梅花天使创投,IDG资本"
89,2015.1.29,https://www.itjuzi.com/investevents/15225,铺贷所,金融,上海,天使轮,1000万人民币,麟玺创投
90,2015.1.29,https://www.itjuzi.com/investevents/15898,壁虎数据恢复,工具软件,北京,种子轮,数十万人民币,金种子创投
91,2015.1.28,https://www.itjuzi.com/investevents/12678,艺考帮,教育,广东,天使轮,数百万人民币,旦恩创投
92,2015.1.28,https://www.itjuzi.com/investevents/15192,圣剑网络,游戏,上海,A轮,数千万人民币,"鼎聚投资,国金投资,游侠汇"
93,2015.1.28,https://www.itjuzi.com/investevents/16335,UHUT哟哈网,体育运动,北京,天使轮,450万人民币,佳浩投资
94,2015.1.28,https://www.itjuzi.com/investevents/7199,YOLOWAY校鹿网,教育,四川,天使轮,200万人民币,华溢资本
95,2015.1.28,https://www.itjuzi.com/investevents/7509,犀牛故事,文化娱乐,福建,A轮,数百万美元,IDG资本
96,2015.1.28,https://www.itjuzi.com/investevents/8054,V直播,文化娱乐,江苏,A轮,数千万人民币,"启明创投,IDG资本"
97,2015.1.28,https://www.itjuzi.com/investevents/11295,ACTON阿克顿,硬件,江苏,A轮,未透露,信天创投
98,2015.1.28,https://www.itjuzi.com/investevents/11319,蓝白电子烟,硬件,上海,天使轮,1000万人民币,聚心资本
99,2015.1.27,https://www.itjuzi.com/investevents/7123,中商惠民网,电子商务,北京,A轮,1亿美元,"达晨创投,中信产业基金,浙商创投,复星昆仲,洪泰基金"
100,2015.1.27,https://www.itjuzi.com/investevents/7124,快塑网,电子商务,广东,A轮,数百万美元,光速安振
101,2015.1.27,https://www.itjuzi.com/investevents/7125,天天用车,汽车交通,北京,B轮,数千万美元,红杉资本中国
102,2015.1.27,https://www.itjuzi.com/investevents/7126,Animoca-Outblaze,游戏,香港,IPO上市,未透露,投资方未透露
103,2015.1.27,https://www.itjuzi.com/investevents/7128,鲜老虎,本地生活,北京,天使轮,数百万人民币,英诺天使基金
104,2015.1.27,https://www.itjuzi.com/investevents/7129,春播科技,电子商务,北京,A轮,3亿人民币,投资方未透露
105,2015.1.27,https://www.itjuzi.com/investevents/7131,妈妈的菜(妈妈味道),本地生活,北京,种子轮,数百万人民币,分享投资
106,2015.1.27,https://www.itjuzi.com/investevents/7144,一米兼职,企业服务,安徽,天使轮,数百万人民币,和盟创投
107,2015.1.27,https://www.itjuzi.com/investevents/7404,星聚网络VOW耳机,硬件,北京,A轮,数千万人民币,"洪泰基金,PreAngel"
108,2015.1.27,https://www.itjuzi.com/investevents/7429,账贷通,金融,北京,A轮,数千万人民币,光信资本
109,2015.1.27,https://www.itjuzi.com/investevents/7536,贵州雅光电子科技,硬件,贵州,A轮,数千万人民币,深创投
110,2015.1.27,https://www.itjuzi.com/investevents/8235,全日通,硬件,上海,天使轮,数百万人民币,创新工场
111,2015.1.27,https://www.itjuzi.com/investevents/8777,盒子鱼英语,教育,北京,A轮,1500万美元,"汉能投资,创新工场"
112,2015.1.27,https://www.itjuzi.com/investevents/10265,HEROBOX禾浩文化,文化娱乐,上海,天使轮,数百万人民币,早鸟基金
113,2015.1.27,https://www.itjuzi.com/investevents/11449,一千零一叶,电子商务,北京,天使轮,数百万人民币,"联创策源,和君资本"
114,2015.1.27,https://www.itjuzi.com/investevents/11976,绘梦动画,文化娱乐,上海,A轮,未透露,创新工场
115,2015.1.27,https://www.itjuzi.com/investevents/14063,Skill一技,社交网络,北京,天使轮,数百万人民币,"和君资本,联创策源"
116,2015.1.27,https://www.itjuzi.com/investevents/14734,企鹅网络Q学友,教育,广东,天使轮,数百万人民币,微光创投(吴宵光)
117,2015.1.27,https://www.itjuzi.com/investevents/15388,易动传媒(易动文化),文化娱乐,广东,B轮,数千万人民币,"光线传媒,诚承投资,飞马基金-飞马旅"
118,2015.1.27,https://www.itjuzi.com/investevents/19179,上海艾游网络,游戏,上海,B轮,1亿人民币,达晨创投
119,2015.1.27,https://www.itjuzi.com/investevents/4213,游戏多cwan,游戏,上海,B轮,数千万人民币,达晨创投
120,2015.1.26,https://www.itjuzi.com/investevents/12996,云动创想AirSmart,硬件,广东,A轮,2000万人民币,投资方未透露
121,2015.1.26,https://www.itjuzi.com/investevents/15107,Razer雷蛇,硬件,广东,B轮,亿元及以上美元,英特尔投资Intel Capital
122,2015.1.26,https://www.itjuzi.com/investevents/15677,满乐卡,企业服务,广东,天使轮,数十万美元,丰元创投Amino Capital
123,2015.1.26,https://www.itjuzi.com/investevents/6785,洋码头,电子商务,上海,B轮,1亿美元,"赛领资本,赛富基金,AB Capital,世铭投资"
124,2015.1.26,https://www.itjuzi.com/investevents/7106,一瞬短视频日记,文化娱乐,湖北,天使轮,未透露,创新谷Innovalley
125,2015.1.26,https://www.itjuzi.com/investevents/7108,钱大人,金融,广东,种子轮,1000万人民币,"华盛基金,志成资本"
126,2015.1.26,https://www.itjuzi.com/investevents/7118,走着旅行,旅游,广东,天使轮,数百万人民币,高榕资本Banyan Fund
127,2015.1.26,https://www.itjuzi.com/investevents/7119,能动英语Dynamic,教育,北京,A轮,3000万人民币,德联资本(联和运通)
128,2015.1.26,https://www.itjuzi.com/investevents/7120,英伯来,企业服务,北京,种子轮,数百万人民币,投资方未透露
129,2015.1.26,https://www.itjuzi.com/investevents/7121,AutoBot车车智能,汽车交通,北京,A轮,600万美元,"戈壁投资,经纬中国,亚商资本"
130,2015.1.26,https://www.itjuzi.com/investevents/7391,飞驰镁物FutureMove,汽车交通,北京,天使轮,1500万人民币,投资方未透露
131,2015.1.26,https://www.itjuzi.com/investevents/7623,阿甘生鲜,电子商务,上海,天使轮,数百万人民币,投资方未透露
132,2015.1.26,https://www.itjuzi.com/investevents/7894,爬爬步步手工糖果,电子商务,北京,A轮,数百万美元,北极光创投
133,2015.1.26,https://www.itjuzi.com/investevents/8256,易订货,企业服务,广东,A轮,400万美元,华创资本
134,2015.1.26,https://www.itjuzi.com/investevents/8268,厅客,本地生活,北京,天使轮,数百万人民币,"天使投资人吴泳铭,暴龙投资"
135,2015.1.26,https://www.itjuzi.com/investevents/8522,柚子装修,房产服务,上海,A轮,数千万人民币,IDG资本
136,2015.1.26,https://www.itjuzi.com/investevents/9338,美天气,旅游,重庆,A轮,1300万人民币,投资方未透露
137,2015.1.26,https://www.itjuzi.com/investevents/9369,心理说-后来,社交网络,上海,天使轮,数百万人民币,"掌趣创享基金,抱团科技"
138,2015.1.26,https://www.itjuzi.com/investevents/9777,云视野,电子商务,北京,天使轮,数百万人民币,"挚盈资本,梅花天使创投"
139,2015.1.26,https://www.itjuzi.com/investevents/11250,55度杯-55°杯,硬件,北京,天使轮,数百万人民币,投资方未透露
140,2015.1.26,https://www.itjuzi.com/investevents/11512,美丽直达,本地生活,北京,天使轮,数百万人民币,"九合创投,大道至简资本"
141,2015.1.25,https://www.itjuzi.com/investevents/7624,NewChama纽熙网络,金融,上海,天使轮,未透露,投资方未透露
142,2015.1.25,https://www.itjuzi.com/investevents/7657,BiuBiu龙跃星云科技,社交网络,北京,天使轮,数百万人民币,互联网电影集团IFG
143,2015.1.25,https://www.itjuzi.com/investevents/10619,会分期,房产服务,北京,天使轮,数百万人民币,投资方未透露
144,2015.1.25,https://www.itjuzi.com/investevents/14572,网金社,金融,浙江,战略投资,未透露,"蚂蚁金服(阿里巴巴),恒生电子"
145,2015.1.25,https://www.itjuzi.com/investevents/14709,安趣科技(安趣网),游戏,北京,新三板,未透露,投资方未透露
146,2015.1.25,https://www.itjuzi.com/investevents/18671,倍业科技,企业服务,上海,天使轮,未透露,险峰长青(险峰华兴)
147,2015.1.24,https://www.itjuzi.com/investevents/7086,童伴教育,教育,北京,天使轮,500万人民币,"洪泰基金,易一天使"
148,2015.1.24,https://www.itjuzi.com/investevents/7088,Car+,汽车交通,北京,天使轮,750万人民币,IDG资本
149,2015.1.24,https://www.itjuzi.com/investevents/7094,Ablecloud智云奇点科技,硬件,北京,天使轮,400万人民币,联想之星
150,2015.1.24,https://www.itjuzi.com/investevents/7638,一月租网,房产服务,山东,天使轮,200万人民币,投资方未透露
151,2015.1.24,https://www.itjuzi.com/investevents/7684,私银家-友道财富,金融,上海,天使轮,数百万人民币,云启资本
152,2015.1.24,https://www.itjuzi.com/investevents/7799,香哈网,本地生活,江苏,A轮,1000万人民币,联创策源
153,2015.1.24,https://www.itjuzi.com/investevents/8009,开业啦,企业服务,上海,天使轮,数百万人民币,投资方未透露
154,2015.1.24,https://www.itjuzi.com/investevents/8191,帮室友找对象,社交网络,湖北,天使轮,数百万人民币,投资方未透露
155,2015.1.24,https://www.itjuzi.com/investevents/8265,光和音乐,文化娱乐,北京,天使轮,数百万人民币,联想之星
156,2015.1.24,https://www.itjuzi.com/investevents/8524,风迷,文化娱乐,北京,天使轮,数百万人民币,投资方未透露
157,2015.1.24,https://www.itjuzi.com/investevents/11989,星图无人机,硬件,广东,天使轮,数百万人民币,"志成资本,天善资本"
158,2015.1.24,https://www.itjuzi.com/investevents/12670,博雅智源e报销,企业服务,北京,天使轮,数百万人民币,天使汇
159,2015.1.23,https://www.itjuzi.com/investevents/13708,扑通,文化娱乐,上海,天使轮,1000万人民币,投资方未透露
160,2015.1.23,https://www.itjuzi.com/investevents/14893,睿艺科技,游戏,四川,天使轮,数百万人民币,网易
161,2015.1.23,https://www.itjuzi.com/investevents/4859,泽维信息,电子商务,上海,A轮,2165万人民币,投资方未透露
162,2015.1.23,https://www.itjuzi.com/investevents/6884,饿了么,本地生活,上海,E轮,3.5亿美元,"中信产业基金,腾讯,京东,大众点评网,红杉资本中国"
163,2015.1.23,https://www.itjuzi.com/investevents/7067,荔枝FM,文化娱乐,广东,C轮,2000万美元,"小米科技,顺为基金,经纬中国,晨兴资本"
164,2015.1.23,https://www.itjuzi.com/investevents/7068,万江龙网络,本地生活,湖北,A轮,数千万人民币,中国平安(平安创新投)
165,2015.1.23,https://www.itjuzi.com/investevents/7072,DOG PC特斯拉科技,本地生活,北京,天使轮,500万人民币,同创伟业
166,2015.1.23,https://www.itjuzi.com/investevents/7239,YiRom小茄科技,工具软件,北京,天使轮,数百万人民币,投资方未透露
167,2015.1.23,https://www.itjuzi.com/investevents/7316,有测网,电子商务,江苏,天使轮,数百万人民币,投资方未透露
168,2015.1.23,https://www.itjuzi.com/investevents/7323,心跳投资,金融,上海,天使轮,数百万人民币,PreAngel
169,2015.1.23,https://www.itjuzi.com/investevents/7373,奇竺运势日历/口袋神婆,文化娱乐,上海,天使轮,500万人民币,"隆领投资,PreAngel"
170,2015.1.23,https://www.itjuzi.com/investevents/7399,游友移动,旅游,上海,B轮,数千万人民币,"阿里巴巴,湖畔山南资本"
171,2015.1.23,https://www.itjuzi.com/investevents/7431,德浓网络-小确幸,本地生活,上海,A轮,1000万美元,投资方未透露
172,2015.1.23,https://www.itjuzi.com/investevents/7518,Highing嗨音,社交网络,浙江,天使轮,300万人民币,"经纬中国,松禾资本"
173,2015.1.23,https://www.itjuzi.com/investevents/7608,疯兔盒子,电子商务,北京,天使轮,数百万人民币,英诺天使基金
174,2015.1.23,https://www.itjuzi.com/investevents/7613,贝贝单词,教育,北京,天使轮,数百万人民币,信天创投
175,2015.1.23,https://www.itjuzi.com/investevents/7628,诸葛理财,金融,北京,A轮,1000万人民币,"中路资本,松禾资本,英诺天使基金"
176,2015.1.23,https://www.itjuzi.com/investevents/7763,GalaCard,硬件,广东,天使轮,500万人民币,投资方未透露
177,2015.1.23,https://www.itjuzi.com/investevents/8152,小马购车,汽车交通,上海,A轮,1000万美元,投资方未透露
178,2015.1.23,https://www.itjuzi.com/investevents/8312,DJI大疆科技-大疆无人机,硬件,广东,B轮,数千万美元,"红杉资本中国,远瞻资本"
179,2015.1.23,https://www.itjuzi.com/investevents/8333,因特利科技,广告营销,广东,天使轮,数百万人民币,乾明投资
180,2015.1.23,https://www.itjuzi.com/investevents/8493,心探索,文化娱乐,北京,A轮,1000万人民币,邦易资本
181,2015.1.23,https://www.itjuzi.com/investevents/8798,漫画岛,文化娱乐,上海,天使轮,数百万人民币,投资方未透露
182,2015.1.23,https://www.itjuzi.com/investevents/10590,蜜蜂收纳,本地生活,北京,天使轮,数百万人民币,黑桃资本
183,2015.1.22,https://www.itjuzi.com/investevents/7051,VIRGLASS,硬件,上海,天使轮,数百万人民币,投资方未透露
184,2015.1.22,https://www.itjuzi.com/investevents/7053,股票雷达,金融,北京,C轮,数千万美元,斯道资本(富达亚洲)
185,2015.1.22,https://www.itjuzi.com/investevents/7054,万达电影院线(万达影视),文化娱乐,北京,IPO上市,亿元及以上人民币,投资方未透露
186,2015.1.22,https://www.itjuzi.com/investevents/7055,容联云通讯,企业服务,北京,B轮,1500万美元,挚信资本
187,2015.1.22,https://www.itjuzi.com/investevents/7056,贝贝网,电子商务,浙江,C轮,1亿美元,"今日资本,新天域资本,IDG资本,高榕资本Banyan Fund"
188,2015.1.22,https://www.itjuzi.com/investevents/7059,葡萄手游,游戏,广东,A轮,数千万人民币,投资方未透露
189,2015.1.22,https://www.itjuzi.com/investevents/7060,宠爱约定网,本地生活,上海,天使轮,100万人民币,黑马基金
190,2015.1.22,https://www.itjuzi.com/investevents/7078,51汽车,汽车交通,上海,C轮,3000万美元,"软银中国,SIG海纳亚洲,方广资本,德同资本"
191,2015.1.22,https://www.itjuzi.com/investevents/7218,信达生物,医疗健康,江苏,C轮,1亿美元,"君联资本,Temasek淡马锡,斯道资本(富达亚洲)"
192,2015.1.22,https://www.itjuzi.com/investevents/7532,武汉百景互动,企业服务,湖北,A轮,未透露,深创投
193,2015.1.22,https://www.itjuzi.com/investevents/7609,企鹅吃喝指南,本地生活,上海,天使轮,数百万人民币,真格基金
194,2015.1.22,https://www.itjuzi.com/investevents/7611,233手游直播,文化娱乐,北京,天使轮,数百万人民币,BitFund.PE比特基金李笑来
195,2015.1.22,https://www.itjuzi.com/investevents/7662,涂鸦智能,硬件,浙江,天使轮,数百万人民币,"天使投资人吴泳铭,阿米巴资本"
196,2015.1.22,https://www.itjuzi.com/investevents/7957,优定制,电子商务,北京,A轮,数百万美元,祥峰投资Vertex
197,2015.1.22,https://www.itjuzi.com/investevents/8188,小恒水饺,本地生活,北京,天使轮,数百万人民币,"真格基金,青松基金"
198,2015.1.22,https://www.itjuzi.com/investevents/8248,就诊通,医疗健康,上海,天使轮,数百万人民币,飞马基金-飞马旅
199,2015.1.22,https://www.itjuzi.com/investevents/10331,睿鸦互动SMARTCROWS,游戏,上海,天使轮,数百万人民币,"高榕资本Banyan Fund,博派资本"
200,2015.1.22,https://www.itjuzi.com/investevents/10967,悠易互通,广告营销,北京,E轮,2000万美元,粤传媒
201,2015.1.22,https://www.itjuzi.com/investevents/12841,单飞企鹅,社交网络,广东,天使轮,数百万人民币,"德迅投资,红石诚金"
202,2015.1.22,https://www.itjuzi.com/investevents/12876,阳光帕拉SunPALA,旅游,北京,天使轮,数百万人民币,天使投资人沈海寅
203,2015.1.22,https://www.itjuzi.com/investevents/13064,康拓邦科技,医疗健康,四川,天使轮,数百万人民币,投资方未透露
204,2015.1.22,https://www.itjuzi.com/investevents/14675,早点到餐饮,本地生活,上海,种子轮,数百万人民币,"中路资本,BWVC泽厚资本"
205,2015.1.22,https://www.itjuzi.com/investevents/14891,游碧科技,游戏,上海,天使轮,数百万人民币,网易
206,2015.1.21,https://www.itjuzi.com/investevents/12152,极贝游戏,游戏,上海,天使轮,未透露,梅花天使创投
207,2015.1.21,https://www.itjuzi.com/investevents/13237,聚募网,金融,浙江,天使轮,数百万人民币,"聚秀资本,阿米巴资本"
208,2015.1.21,https://www.itjuzi.com/investevents/13680,悦途旅行,旅游,北京,天使轮,数百万人民币,星河互联
209,2015.1.21,https://www.itjuzi.com/investevents/15049,远景同程,教育,广东,天使轮,数百万人民币,投资方未透露
210,2015.1.21,https://www.itjuzi.com/investevents/15699,好物,电子商务,北京,天使轮,数百万美元,FreesFund峰瑞资本
211,2015.1.21,https://www.itjuzi.com/investevents/6886,昆仑游戏,游戏,北京,IPO上市,亿元及以上人民币,投资方未透露
212,2015.1.21,https://www.itjuzi.com/investevents/7012,找钢网,电子商务,上海,D轮,1亿美元,"IDG资本,雄牛资本,红杉资本中国,经纬中国"
213,2015.1.21,https://www.itjuzi.com/investevents/7018,快乐购,电子商务,湖南,IPO上市,亿元及以上人民币,投资方未透露
