date,link,company,field,place,round,amount,investor
2016-05-11,https://www.itjuzi.com/investevents/17346,触景无限,工具软件,北京,A轮,未透露,"启迪创投,正和磁系资本"
2016-05-11,https://www.itjuzi.com/investevents/17671,幸孕儿,医疗健康,广东,天使轮,数百万人民币,创新谷Innovalley
2016-05-11,https://www.itjuzi.com/investevents/18890,gogo车吧,电子商务,广东,A轮,数千万人民币,投资方未透露
2016-05-11,https://www.itjuzi.com/investevents/19897,木德木作,电子商务,湖北,A轮,1000万人民币,海丰至诚
2016-05-10,https://www.itjuzi.com/investevents/17650,微住Welive,本地生活,福建,天使轮,310万人民币,投资方未透露
2016-05-10,https://www.itjuzi.com/investevents/20242,莱茵健康,医疗健康,北京,A轮,1000万人民币,春风创投(春雨医生)
2016-05-10,https://www.itjuzi.com/investevents/9527,Tezign特赞,文化娱乐,北京,A轮,数千万人民币,"红杉资本中国,线性资本LinearVenture,Integral雄厚资本"
2016-05-10,https://www.itjuzi.com/investevents/16896,水滴互助,医疗健康,北京,天使轮,5000万人民币,"IDG资本,高榕资本Banyan Fund,腾讯,美团(新美大),点亮投资,真格基金"
2016-05-10,https://www.itjuzi.com/investevents/16900,泓申金服,金融,上海,A轮,2亿人民币,"天鸽互动,华映资本"
2016-05-10,https://www.itjuzi.com/investevents/16907,企业头条,企业服务,北京,Pre-A轮,数千万人民币,"银杏谷资本,用友幸福投资"
2016-05-10,https://www.itjuzi.com/investevents/16908,船老大,物流,上海,A轮,3000万人民币,投资方未透露
2016-05-10,https://www.itjuzi.com/investevents/16909,66RPG橙光游戏中心,游戏,北京,A轮,300万美元,巨人网络(巨人创投)
2016-05-10,https://www.itjuzi.com/investevents/16910,优艾贝,医疗健康,上海,战略投资,未透露,华平投资WI Harper Group
2016-05-10,https://www.itjuzi.com/investevents/16911,筷来财,金融,北京,Pre-A轮,数千万人民币,"RIC棕泉资本,厦门坚果资本"
2016-05-10,https://www.itjuzi.com/investevents/16912,影创科技(影创眼镜),硬件,上海,A轮,数千万人民币,朗玛峰创投
2016-05-10,https://www.itjuzi.com/investevents/16913,里外网,电子商务,广东,战略投资,未透露,广田控股
2016-05-10,https://www.itjuzi.com/investevents/16915,四爷焖鸡,本地生活,北京,天使轮,数百万人民币,天使湾
2016-05-10,https://www.itjuzi.com/investevents/16941,大地影院,文化娱乐,广东,战略投资,10亿人民币,阿里影业(阿里巴巴)
2016-05-10,https://www.itjuzi.com/investevents/16943,易瞳科技,硬件,广东,Pre-A轮,数千万人民币,"中科乐创,艾瑞资本(艾瑞)"
2016-05-10,https://www.itjuzi.com/investevents/17165,36氪36Kr,金融,北京,E轮,亿元及以上人民币,投资方未透露
2016-05-09,https://www.itjuzi.com/investevents/16875,金山云,企业服务,北京,C轮,5000万美元,CM投资
2016-05-09,https://www.itjuzi.com/investevents/16882,嘟嘟巴士,汽车交通,广东,B轮,1亿人民币,"彩虹精化,国信基金"
2016-05-09,https://www.itjuzi.com/investevents/16883,特斯联科技,企业服务,北京,A轮,数千万美元,"IDG资本,光大集团"
2016-05-09,https://www.itjuzi.com/investevents/16884,遛遛宠物,本地生活,上海,Pre-A轮,数千万人民币,"徽瑾创投(宝茂金融),紫辉创投"
2016-05-09,https://www.itjuzi.com/investevents/16886,行动基因,医疗健康,台湾,B轮,1250万美元,"和通国际,开发金控CDIB Venture Capital,UMC Capital联电资本"
2016-05-09,https://www.itjuzi.com/investevents/16887,家生活,本地生活,北京,Pre-A轮,1000万人民币,星河互联
2016-05-09,https://www.itjuzi.com/investevents/16889,Musical.ly音乐地,文化娱乐,上海,C轮,1亿美元,"纪源资本GGV,启明创投,Greylock Partners,DCM中国"
2016-05-09,https://www.itjuzi.com/investevents/16914,友芝友医疗科技,医疗健康,湖北,A轮,数千万人民币,磐霖资本
2016-05-09,https://www.itjuzi.com/investevents/17123,ZEPP,硬件,北京,C轮,数千万美元,动域资本
2016-05-09,https://www.itjuzi.com/investevents/17631,腾保保险,金融,浙江,Pre-A轮,1000万人民币,"盛山资产,治平资本"
2016-05-09,https://www.itjuzi.com/investevents/18297,Yummy连悦科技,社交网络,北京,Pre-A轮,400万人民币,"娱乐工场,砾石资本"
2016-05-09,https://www.itjuzi.com/investevents/18389,华山论剑影视,文化娱乐,北京,A轮,数千万人民币,风云资本
2016-05-09,https://www.itjuzi.com/investevents/9966,百米生活,本地生活,广东,新三板,未透露,投资方未透露
2016-05-08,https://www.itjuzi.com/investevents/16876,考拉先生,本地生活,广东,B轮,1.5亿人民币,"DCM中国,中投汉富(汉富控股),启赋资本"
2016-05-08,https://www.itjuzi.com/investevents/16916,选演员网,文化娱乐,北京,天使轮,数百万人民币,Cherubic Ventures心元资本
2016-05-08,https://www.itjuzi.com/investevents/17585,航天恒丰,企业服务,北京,A+轮,3000万人民币,中鼎创富
2016-05-08,https://www.itjuzi.com/investevents/19070,华岸科技,硬件,北京,天使轮,数百万人民币,臻云创投(臻云智能)
2016-05-08,https://www.itjuzi.com/investevents/19080,伯凡时间,文化娱乐,北京,天使轮,数百万人民币,盈动资本
2016-05-08,https://www.itjuzi.com/investevents/19435,安普诺科技,企业服务,北京,A轮,数千万人民币,奇虎360
2016-05-07,https://www.itjuzi.com/investevents/17308,爱到家,本地生活,浙江,A轮,数千万人民币,"嘉御基金,易居资本"
2016-05-07,https://www.itjuzi.com/investevents/15446,上海钢联(我的钢铁网),电子商务,上海,IPO上市后,8.22亿人民币,慧聪网
2016-05-07,https://www.itjuzi.com/investevents/16872,野马现场,文化娱乐,北京,A轮,数千万人民币,明嘉资本
2016-05-07,https://www.itjuzi.com/investevents/16877,康康血压,医疗健康,北京,A轮,数千万人民币,中岭燕园创投
2016-05-06,https://www.itjuzi.com/investevents/16773,云帐房-91代账网,企业服务,江苏,A轮,数千万人民币,"中路资本,AA投资"
2016-05-06,https://www.itjuzi.com/investevents/16774,兜行-八斗互动网络,企业服务,北京,A轮,数千万人民币,东方富海
2016-05-06,https://www.itjuzi.com/investevents/16775,DailyCast简道致远,文化娱乐,北京,A轮,数千万人民币,集结号资本
2016-05-06,https://www.itjuzi.com/investevents/16776,蜜游网,旅游,四川,天使轮,800万人民币,百舸资本
2016-05-06,https://www.itjuzi.com/investevents/16777,微赞论坛,社交网络,山东,天使轮,1000万人民币,"高榕资本Banyan Fund,史努克创投"
2016-05-06,https://www.itjuzi.com/investevents/16778,GID曼恒数字,企业服务,上海,B轮,1.54亿人民币,"赛富基金,东方证券(东方星晖),兴业资管-兴业证券,中金公司,刚泰控股,海通开元"
2016-05-06,https://www.itjuzi.com/investevents/16780,社保通,企业服务,上海,A轮,3000万人民币,"真格基金,知卓资本"
2016-05-06,https://www.itjuzi.com/investevents/16799,居品汇,电子商务,北京,天使轮,数百万人民币,戈壁投资
2016-05-06,https://www.itjuzi.com/investevents/16800,赫德时代,游戏,北京,战略投资,数千万人民币,人人游戏
2016-05-06,https://www.itjuzi.com/investevents/16803,美谷科技,房产服务,北京,天使轮,数百万人民币,"溪山天使会(西山天使会),德同资本"
2016-05-06,https://www.itjuzi.com/investevents/16809,掌网科技,硬件,广东,新三板,未透露,投资方未透露
2016-05-06,https://www.itjuzi.com/investevents/16812,扑克财经(扑克投资家),金融,上海,Pre-A轮,1000万人民币,投资方未透露
2016-05-06,https://www.itjuzi.com/investevents/16831,搜股科技股票卫士,金融,上海,A轮,数千万人民币,锦普投资
2016-05-06,https://www.itjuzi.com/investevents/16997,小鹿医馆,医疗健康,北京,A轮,数千万人民币,"晨兴资本,IDG资本"
2016-05-06,https://www.itjuzi.com/investevents/17609,美问,本地生活,上海,A轮,数千万人民币,IDG资本
2016-05-06,https://www.itjuzi.com/investevents/18837,珞石科技,硬件,北京,A轮,数千万人民币,投资方未透露
2016-05-06,https://www.itjuzi.com/investevents/19222,机器岛科技,硬件,江苏,A轮,数千万人民币,"小米科技,三行资本"
2016-05-06,https://www.itjuzi.com/investevents/20030,漫成都,文化娱乐,四川,天使轮,数百万人民币,高樟资本
2016-05-05,https://www.itjuzi.com/investevents/17942,易赞(易粉科技),广告营销,北京,Pre-A轮,1000万人民币,TalkingData腾云天下
2016-05-05,https://www.itjuzi.com/investevents/20025,Plum致美生活,电子商务,北京,天使轮,数百万人民币,创新工场
2016-05-05,https://www.itjuzi.com/investevents/16736,知鸟游学,旅游,广东,A轮,2000万人民币,创客星
2016-05-05,https://www.itjuzi.com/investevents/16747,惠喵(留住你),电子商务,福建,天使轮,数百万人民币,陈方毅
2016-05-05,https://www.itjuzi.com/investevents/16749,极视角,企业服务,广东,Pre-A轮,数千万人民币,"初心资本,中美创投,德同资本"
2016-05-05,https://www.itjuzi.com/investevents/16750,YEECHOO,电子商务,香港,天使轮,未透露,阿里巴巴
2016-05-05,https://www.itjuzi.com/investevents/16751,Shopline,电子商务,香港,天使轮,未透露,阿里巴巴
2016-05-05,https://www.itjuzi.com/investevents/16756,爱情说,社交网络,北京,天使轮,数百万人民币,优联资本
2016-05-05,https://www.itjuzi.com/investevents/16757,17APP,社交网络,台湾,B轮,1.5亿人民币,乐体创投
2016-05-05,https://www.itjuzi.com/investevents/16759,快狗速运GoGoVan,物流,上海,C轮,数千万美元,"新天域资本,阿里巴巴,和通国际"
2016-05-05,https://www.itjuzi.com/investevents/16760,MIRACLE GAMES,游戏,北京,A轮,1000万人民币,"深圳君海投资,粤商创投"
2016-05-05,https://www.itjuzi.com/investevents/16763,地心引力新媒体工场,教育,北京,天使轮,1050万人民币,"华映资本,鼎聚投资"
2016-05-05,https://www.itjuzi.com/investevents/16764,ME健康潮食,本地生活,上海,天使轮,数百万人民币,投资方未透露
2016-05-05,https://www.itjuzi.com/investevents/16768,萝卜车(锣卜科技),硬件,浙江,Pre-A轮,数千万人民币,银杏谷资本
2016-05-05,https://www.itjuzi.com/investevents/16769,智电互动(第一电动),汽车交通,北京,A轮,1.28亿人民币,国轩集团
2016-05-05,https://www.itjuzi.com/investevents/16771,楚楚街(欢乐淘),电子商务,北京,C轮,10亿人民币,"软银中国,新天域资本,基石资本,钟鼎创投"
2016-05-05,https://www.itjuzi.com/investevents/16939,招股金服,金融,广东,天使轮,1500万人民币,"前海汇潮,投资网"
2016-05-04,https://www.itjuzi.com/investevents/16687,叫师,教育,湖北,天使轮,600万人民币,投资方未透露
2016-05-04,https://www.itjuzi.com/investevents/16693,联合创业办公社,房产服务,上海,B轮,数千万人民币,"戈壁投资,氪空间"
2016-05-04,https://www.itjuzi.com/investevents/16705,小熊快跑,体育运动,北京,B轮,数千万人民币,乐视体育(乐体创投)
2016-05-04,https://www.itjuzi.com/investevents/16714,私塾家SharingSchool,教育,广东,A轮,数千万人民币,轻轻家教
2016-05-04,https://www.itjuzi.com/investevents/16715,银狐财富,金融,浙江,A轮,3000万人民币,中国房地产开发集团
2016-05-04,https://www.itjuzi.com/investevents/16721,平安理财网,汽车交通,北京,A+轮,数千万人民币,安芙兰创投
2016-05-04,https://www.itjuzi.com/investevents/16735,饭心,电子商务,北京,A轮,数千万人民币,火线资本
2016-05-04,https://www.itjuzi.com/investevents/16738,翻易通,本地生活,北京,B轮,900万美元,SBI投资(思佰益)
2016-05-04,https://www.itjuzi.com/investevents/16951,全民共赢,电子商务,北京,天使轮,600万人民币,投资方未透露
2016-05-04,https://www.itjuzi.com/investevents/19064,GFoccs吉视电子科技,硬件,江苏,天使轮,数百万人民币,臻云创投(臻云智能)
2016-05-04,https://www.itjuzi.com/investevents/19141,进化动力,企业服务,广东,A轮,数千万人民币,"达晨创投,北极光创投"
2016-05-04,https://www.itjuzi.com/investevents/19226,米物科技,硬件,北京,天使轮,数百万人民币,小米科技
2016-05-03,https://www.itjuzi.com/investevents/19151,蚁坊软件,企业服务,湖南,天使轮,未透露,达晨创投
2016-05-03,https://www.itjuzi.com/investevents/16655,车和家,汽车交通,北京,A轮,7.8亿人民币,"利欧集团股份,华晟资本-华兴资本,梅花天使创投"
2016-05-03,https://www.itjuzi.com/investevents/16656,闪闪金融,汽车交通,上海,天使轮,数千万人民币,春泉创投
2016-05-03,https://www.itjuzi.com/investevents/16658,蓝海购(我买房),房产服务,北京,A+轮,数千万人民币,沃富金信
2016-05-03,https://www.itjuzi.com/investevents/16660,插坐学院,教育,北京,Pre-A轮,700万人民币,真格基金
2016-05-03,https://www.itjuzi.com/investevents/16668,小虾理财,金融,上海,A轮,数千万人民币,快快金融
2016-05-03,https://www.itjuzi.com/investevents/16669,最库教育,教育,北京,Pre-A轮,数千万人民币,中文在线
2016-05-03,https://www.itjuzi.com/investevents/16672,星宝贝,教育,上海,战略投资,未透露,星空创联
2016-05-03,https://www.itjuzi.com/investevents/16674,米联科,硬件,广东,A轮,未透露,孝昌水木投资(唐彬森)
2016-05-03,https://www.itjuzi.com/investevents/16675,SOIREE奢瑞小黑裙,电子商务,北京,A轮,数千万人民币,依文集团
2016-05-03,https://www.itjuzi.com/investevents/16684,杭州缇苏电商,电子商务,浙江,B轮,3000万人民币,"光线传媒,达晨创投"
2016-05-03,https://www.itjuzi.com/investevents/16690,宋小菜,电子商务,浙江,A+轮,8515万人民币,"Ventech China,经纬中国,IDG资本"
2016-05-03,https://www.itjuzi.com/investevents/16733,鹿战DeerWar,体育运动,广东,天使轮,数百万人民币,投资方未透露
2016-05-03,https://www.itjuzi.com/investevents/16920,我的塑料网(中晨电商),电子商务,上海,新三板,未透露,投资方未透露
2016-05-02,https://www.itjuzi.com/investevents/16710,艺+1,文化娱乐,北京,Pre-A轮,600万人民币,创势资本
2016-05-01,https://www.itjuzi.com/investevents/13674,简寻,企业服务,湖北,天使轮,数百万人民币,六禾创投
2016-05-01,https://www.itjuzi.com/investevents/16719,汇灯网,电子商务,广东,天使轮,数百万人民币,找钢网
2016-05-01,https://www.itjuzi.com/investevents/16961,即速应用,工具软件,广东,天使轮,数千万人民币,"无极道投资,广东天使会"
2016-05-01,https://www.itjuzi.com/investevents/17030,海普洛斯,医疗健康,广东,A轮,5000万人民币,投资方未透露
2016-05-01,https://www.itjuzi.com/investevents/17094,1001号(壹千零壹号),硬件,江苏,Pre-A轮,未透露,"黑马基金,合力投资"
2016-05-01,https://www.itjuzi.com/investevents/17108,ForU Designs,电子商务,福建,天使轮,200万人民币,黑马基金
2016-05-01,https://www.itjuzi.com/investevents/17185,找纱网,电子商务,北京,天使轮,未透露,中科乐创
2016-05-01,https://www.itjuzi.com/investevents/17186,叭叭速配,物流,广东,天使轮,未透露,中科乐创
2016-05-01,https://www.itjuzi.com/investevents/17188,蜂会,社交网络,广东,Pre-A轮,未透露,中科乐创
2016-05-01,https://www.itjuzi.com/investevents/17294,福利金融,金融,广东,Pre-A轮,800万人民币,"七煋瓢虫投资,有米广告"
2016-05-01,https://www.itjuzi.com/investevents/17363,圣卫士,医疗健康,广东,Pre-A轮,1000万人民币,松禾资本
2016-05-01,https://www.itjuzi.com/investevents/17736,见习社,社交网络,湖北,种子轮,50万人民币,投资方未透露
2016-05-01,https://www.itjuzi.com/investevents/17834,51社保网,企业服务,北京,B轮,1000万美元,猪八戒网
2016-05-01,https://www.itjuzi.com/investevents/18108,销售家,企业服务,北京,Pre-A轮,数千万人民币,"芳晟股权投资基金,英诺天使基金,泰有投资"
2016-05-01,https://www.itjuzi.com/investevents/18220,考过鸟,教育,广东,天使轮,数百万人民币,无极道投资
2016-05-01,https://www.itjuzi.com/investevents/18225,嗨镜,硬件,北京,Pre-A轮,数千万人民币,投资方未透露
2016-05-01,https://www.itjuzi.com/investevents/18256,极牛网,企业服务,北京,Pre-A轮,1000万人民币,真格基金
2016-05-01,https://www.itjuzi.com/investevents/18452,小马保险(小马车险),金融,上海,天使轮,600万人民币,六禾创投
2016-05-01,https://www.itjuzi.com/investevents/18455,第一海外金融,金融,广东,天使轮,数百万人民币,六禾创投
2016-05-01,https://www.itjuzi.com/investevents/18605,新印相·云校园,本地生活,湖北,Pre-A轮,1200万人民币,启赋资本
2016-05-01,https://www.itjuzi.com/investevents/19369,占空比,硬件,上海,B轮,5000万人民币,"晶凯资本,张江火炬创投"
2016-05-01,https://www.itjuzi.com/investevents/19476,大牛网,金融,上海,种子轮,未透露,Demo＋＋
2016-05-01,https://www.itjuzi.com/investevents/19867,唯唯医生,医疗健康,北京,天使轮,数千万人民币,三行资本
2016-04-30,https://www.itjuzi.com/investevents/17641,图灵金融,金融,广东,Pre-A轮,1115万人民币,金色锦城资本
2016-04-30,https://www.itjuzi.com/investevents/19694,斑马汽车,汽车交通,上海,战略投资,数千万人民币,"阿里巴巴,上汽投资-尚颀资本"
2016-04-30,https://www.itjuzi.com/investevents/16796,BeanVR豆娱科技,硬件,广东,天使轮,数百万美元,"和君资本,泰有投资"
2016-04-29,https://www.itjuzi.com/investevents/16543,刃意科技,游戏,上海,A轮,3000万人民币,"易泓资本,云起资本"
2016-04-29,https://www.itjuzi.com/investevents/16547,贝壳社BioClub,医疗健康,浙江,A轮,数千万人民币,分享投资
2016-04-29,https://www.itjuzi.com/investevents/16548,农管家,本地生活,北京,A轮,数千万人民币,复星昆仲
2016-04-29,https://www.itjuzi.com/investevents/16549,数来宝,金融,四川,A轮,数千万人民币,"洪泰基金,远毅资本"
2016-04-29,https://www.itjuzi.com/investevents/16555,右脑人,社交网络,北京,天使轮,600万人民币,投资方未透露
2016-04-29,https://www.itjuzi.com/investevents/16558,艾媒网,广告营销,广东,A轮,数千万人民币,广东文投国富
2016-04-29,https://www.itjuzi.com/investevents/16559,醉品茶帮通,电子商务,福建,B轮,亿元及以上美元,"广发信德-广发证券,顺为基金"
2016-04-29,https://www.itjuzi.com/investevents/16560,哈图appMagics,工具软件,北京,A轮,数千万人民币,"紫辉创投,极客帮创投"
2016-04-29,https://www.itjuzi.com/investevents/16561,维C理财,金融,上海,Pre-A轮,数千万人民币,"戈壁投资,如山投资,丰厚资本"
2016-04-29,https://www.itjuzi.com/investevents/16563,文签,企业服务,浙江,A轮,1500万人民币,北极光创投
2016-04-29,https://www.itjuzi.com/investevents/16564,数字绿土,硬件,北京,A+轮,数千万美元,"北极光创投,顺丰速运"
2016-04-29,https://www.itjuzi.com/investevents/16628,赐麓网络,游戏,上海,B轮,数千万人民币,"陌陌科技,联络互动"
2016-04-29,https://www.itjuzi.com/investevents/16807,杭州天卓网络,广告营销,浙江,A轮,数千万人民币,投资方未透露
2016-04-29,https://www.itjuzi.com/investevents/17248,Ximmerse虚拟现实科技,硬件,广东,天使轮,未透露,高通Qualcomm Ventures
2016-04-29,https://www.itjuzi.com/investevents/17285,萌窝宠物商城,本地生活,广东,天使轮,数百万人民币,南极圈
2016-04-29,https://www.itjuzi.com/investevents/17325,BIKETO美骑网,体育运动,广东,新三板,未透露,投资方未透露
2016-04-29,https://www.itjuzi.com/investevents/19613,搜魔网络,企业服务,上海,天使轮,数百万人民币,点亮投资
2016-04-28,https://www.itjuzi.com/investevents/18144,外麦王,本地生活,北京,天使轮,数百万人民币,梅花天使创投
2016-04-28,https://www.itjuzi.com/investevents/16521,QKM李群自动化,硬件,广东,B轮,数千万美元,赛富基金
2016-04-28,https://www.itjuzi.com/investevents/16523,每日优鲜,电子商务,北京,B+轮,2.3亿人民币,"远东宏信远翼投资,华创资本"
2016-04-28,https://www.itjuzi.com/investevents/16532,精米汽配商城,汽车交通,北京,A轮,数千万人民币,红马资本
2016-04-28,https://www.itjuzi.com/investevents/16533,众行传播,广告营销,北京,A轮,8000万人民币,维思资本
2016-04-28,https://www.itjuzi.com/investevents/16544,创冰科技(创冰体育),体育运动,上海,A轮,3200万人民币,苏宁
2016-04-28,https://www.itjuzi.com/investevents/16551,Circle.us,电子商务,浙江,Pre-A轮,数千万人民币,湖畔山南资本
2016-04-28,https://www.itjuzi.com/investevents/16552,快美妆,本地生活,广东,A+轮,数千万人民币,投资方未透露
2016-04-28,https://www.itjuzi.com/investevents/16554,赫千电子,汽车交通,上海,A轮,数千万人民币,如山投资
2016-04-28,https://www.itjuzi.com/investevents/16822,一飞智控EFY-Tech,硬件,天津,A轮,数千万人民币,FreesFund峰瑞资本
2016-04-27,https://www.itjuzi.com/investevents/16495,微影时代(微票儿),文化娱乐,北京,C轮,30亿人民币,"科冕木业(天神娱乐),腾讯,华人文化产业基金,光大集团,乐逗游戏"
2016-04-27,https://www.itjuzi.com/investevents/16499,舌头很忙,本地生活,北京,天使轮,300万人民币,联梦空间
2016-04-27,https://www.itjuzi.com/investevents/16503,UGcar优购汽车,汽车交通,天津,A轮,数千万人民币,戈壁投资
2016-04-27,https://www.itjuzi.com/investevents/16504,旅行者镜头,旅游,北京,天使轮,数千万人民币,正坤集团
2016-04-27,https://www.itjuzi.com/investevents/16506,意外艺术,文化娱乐,福建,A轮,1300万人民币,"飞马基金-飞马旅,青骢资本"
2016-04-27,https://www.itjuzi.com/investevents/16508,切糕王子,电子商务,湖南,A轮,1500万人民币,投资方未透露
2016-04-27,https://www.itjuzi.com/investevents/16509,通付盾,金融,江苏,B轮,10.5亿人民币,投资方未透露
2016-04-27,https://www.itjuzi.com/investevents/16516,银天下(银科控股),金融,上海,IPO上市,数千万美元,投资方未透露
2016-04-27,https://www.itjuzi.com/investevents/16518,Grosfairy胖仙女,本地生活,上海,A轮,数千万人民币,徽瑾创投(宝茂金融)
2016-04-27,https://www.itjuzi.com/investevents/19850,机遇在线,企业服务,北京,天使轮,数百万人民币,创势资本
2016-04-27,https://www.itjuzi.com/investevents/4477,零零无限科技,硬件,北京,A轮,2300万美元,"IDG资本,金沙江创投,真格基金"
2016-04-26,https://www.itjuzi.com/investevents/16476,那年那兔那些事儿,文化娱乐,福建,A轮,2000万人民币,哔哩哔哩动画
2016-04-26,https://www.itjuzi.com/investevents/16477,SenseTime商汤科技,企业服务,北京,B轮,数千万美元,Star VC
2016-04-26,https://www.itjuzi.com/investevents/16479,深度摄像头-图漾科技,硬件,上海,Pre-A轮,1500万人民币,投资方未透露
2016-04-26,https://www.itjuzi.com/investevents/16484,骑士APP,社交网络,上海,天使轮,数百万人民币,跨星创投
2016-04-26,https://www.itjuzi.com/investevents/16487,Tripinsiders脆饼,旅游,浙江,Pre-A轮,数千万人民币,观释资本
2016-04-26,https://www.itjuzi.com/investevents/16488,脑穿越VR,文化娱乐,北京,Pre-A轮,未透露,"创新工场,真格基金"
2016-04-26,https://www.itjuzi.com/investevents/16496,爱侣健康,电子商务,浙江,新三板,5000万人民币,投资方未透露
2016-04-26,https://www.itjuzi.com/investevents/16500,WritePath写意达,工具软件,台湾,战略投资,未透露,台湾联合报集团
2016-04-26,https://www.itjuzi.com/investevents/16598,礼小签Giftmarkey,工具软件,福建,天使轮,数百万人民币,"天使成长营AC加速器,老鹰基金EaglesFund"
2016-04-26,https://www.itjuzi.com/investevents/16648,Sportradar雷达体育,体育运动,北京,A轮,150万美元,阿里巴巴
2016-04-26,https://www.itjuzi.com/investevents/18142,豆丁网(豆丁书房),文化娱乐,北京,C轮,亿元及以上人民币,"盛景网联(盛景嘉成),清控银杏创投,东方富海,清科创投"
2016-04-26,https://www.itjuzi.com/investevents/19603,痕迹科技我去图书馆,教育,江苏,天使轮,数百万人民币,六翼投资
2016-04-26,https://www.itjuzi.com/investevents/20014,新立方瓜熟蒂落,电子商务,北京,天使轮,数百万人民币,"真格基金,紫牛基金,海纳品牌加速器"
2016-04-26,https://www.itjuzi.com/investevents/20038,韬联文化传媒,文化娱乐,北京,天使轮,数百万人民币,高樟资本
2016-04-25,https://www.itjuzi.com/investevents/18146,驭势科技,汽车交通,北京,天使轮,数百万人民币,格林深瞳
2016-04-25,https://www.itjuzi.com/investevents/18663,运营帮,企业服务,北京,天使轮,数百万人民币,路得资本
2016-04-25,https://www.itjuzi.com/investevents/16044,办公逸,企业服务,北京,Pre-A轮,1500万人民币,"启赋资本,松禾资本"
2016-04-25,https://www.itjuzi.com/investevents/16342,钛度科技,硬件,上海,A轮,数千万人民币,"普思资本,如川基金,衡星创投,璞聚投资"
2016-04-25,https://www.itjuzi.com/investevents/16443,易思汇,金融,北京,Pre-A轮,数千万人民币,IDG资本
2016-04-25,https://www.itjuzi.com/investevents/16446,衣二三,电子商务,北京,A+轮,1000万美元,"IDG资本,真格基金,Crystal Stream清流资本,金沙江创投"
2016-04-25,https://www.itjuzi.com/investevents/16450,有壹手快修,汽车交通,北京,B轮,6200万人民币,"基石资本,风云资本"
2016-04-25,https://www.itjuzi.com/investevents/16453,影觅APP,电子商务,广东,Pre-A轮,数百万美元,LOVO家纺
2016-04-25,https://www.itjuzi.com/investevents/16455,英盛网,教育,广东,A轮,数千万人民币,文化长城
2016-04-25,https://www.itjuzi.com/investevents/16460,叽里呱啦,教育,上海,A轮,数千万人民币,"基因资本,涌铧投资"
2016-04-25,https://www.itjuzi.com/investevents/16461,盈泰财富云,金融,北京,A轮,未透露,信达资产
2016-04-25,https://www.itjuzi.com/investevents/16462,96订货网,电子商务,江苏,天使轮,数千万人民币,深圳菁葵投资
2016-04-25,https://www.itjuzi.com/investevents/16464,候诊通,医疗健康,北京,天使轮,500万人民币,"大河创投,英诺天使基金"
2016-04-25,https://www.itjuzi.com/investevents/16465,屏芯科技,本地生活,北京,战略投资,亿元及以上人民币,大众点评网
2016-04-25,https://www.itjuzi.com/investevents/16466,马上送吧,物流,河南,天使轮,数百万人民币,深圳中圆
2016-04-25,https://www.itjuzi.com/investevents/17115,才易科技,社交网络,北京,天使轮,数百万人民币,"泰有投资,启迪创投,龙翌资本,精一天使公社"
2016-04-24,https://www.itjuzi.com/investevents/16451,上海暖流文化,文化娱乐,上海,A轮,3000万人民币,"微影资本(微影时代),景林投资,头头是道投资基金"
2016-04-24,https://www.itjuzi.com/investevents/16988,结婚神器,本地生活,浙江,天使轮,未透露,薛蛮子
2016-04-23,https://www.itjuzi.com/investevents/16430,一登科技,工具软件,广东,A轮,2000万人民币,乐视体育(乐体创投)
2016-04-23,https://www.itjuzi.com/investevents/16442,小贝壳(快贝网络),金融,上海,天使轮,500万人民币,唯嘉资本
2016-04-23,https://www.itjuzi.com/investevents/17968,Gowild公子小白,硬件,广东,A轮,1亿人民币,"远致富海,紫金港资本,纳兰德投资,乾祥海泉投资(胡海泉)"
2016-04-22,https://www.itjuzi.com/investevents/17610,微众税银,金融,广东,A轮,数千万人民币,IDG资本
2016-04-22,https://www.itjuzi.com/investevents/18140,爱豆TV-爱豆网络,文化娱乐,广东,A轮,数千万人民币,盛景网联(盛景嘉成)
2016-04-22,https://www.itjuzi.com/investevents/18147,家的要素(家要素),电子商务,上海,天使轮,300万人民币,梅花天使创投
2016-04-22,https://www.itjuzi.com/investevents/19110,MINIEYE,汽车交通,广东,A轮,数千万人民币,中兴合创
2016-04-22,https://www.itjuzi.com/investevents/14608,住百家,旅游,广东,新三板,数千万人民币,投资方未透露
2016-04-22,https://www.itjuzi.com/investevents/16403,ENJOY,本地生活,北京,C轮,3000万美元,"华人文化产业基金,基石资本"
2016-04-22,https://www.itjuzi.com/investevents/16409,Kdan Mobile,工具软件,台湾,Pre-A轮,800万人民币,矽谷雯科创投基金
2016-04-22,https://www.itjuzi.com/investevents/16411,小马购车,汽车交通,上海,B轮,1500万美元,"执一资本Yi Capital,联创策源,乾源资本"
2016-04-22,https://www.itjuzi.com/investevents/16414,卡哥科技,物流,浙江,A轮,数千万人民币,松禾资本
2016-04-22,https://www.itjuzi.com/investevents/16415,华领医药,医疗健康,上海,C轮,5000万美元,"丰实资本- 嘉实基金,通和资本"
2016-04-22,https://www.itjuzi.com/investevents/16417,百程旅行网(佰程旅行),旅游,北京,新三板,未透露,投资方未透露
2016-04-22,https://www.itjuzi.com/investevents/16429,铁血网,文化娱乐,北京,IPO上市后,3900万人民币,光线传媒
2016-04-22,https://www.itjuzi.com/investevents/16605,盛世锦天,游戏,上海,新三板,未透露,投资方未透露
