date,link,company,field,place,round,amount,investor
2015-05-05,https://www.itjuzi.com/investevents/8373,嘉佣坊,本地生活,北京,A轮,数千万人民币,清控科创控股
2015-05-05,https://www.itjuzi.com/investevents/8375,网利宝,金融,北京,B轮,4000万美元,投资方未透露
2015-05-05,https://www.itjuzi.com/investevents/10012,好木多,电子商务,上海,天使轮,数百万人民币,"德沃基金,险峰长青(险峰华兴)"
2015-05-05,https://www.itjuzi.com/investevents/10164,跑的快,本地生活,北京,天使轮,数百万人民币,投资方未透露
2015-05-05,https://www.itjuzi.com/investevents/10473,云中医,医疗健康,江苏,天使轮,数百万人民币,极客帮创投
2015-05-05,https://www.itjuzi.com/investevents/10715,简娱科技,游戏,北京,天使轮,数百万人民币,博派资本
2015-05-05,https://www.itjuzi.com/investevents/10752,车到加油,汽车交通,北京,Pre-A轮,100万美元,真格基金
2015-05-05,https://www.itjuzi.com/investevents/10787,青团社云地推,企业服务,浙江,Pre-A轮,1000万人民币,"红石诚金,初心资本"
2015-05-05,https://www.itjuzi.com/investevents/11437,克里丝动漫,文化娱乐,北京,A轮,数千万人民币,莉莉丝
2015-05-05,https://www.itjuzi.com/investevents/3229,车101,汽车交通,北京,A轮,1000万美元,"五岳天下资本,光速安振"
2015-05-05,https://www.itjuzi.com/investevents/19154,视+,工具软件,上海,Pre-A轮,未透露,投资方未透露
2015-05-05,https://www.itjuzi.com/investevents/19980,Minivision小视科技,企业服务,江苏,天使轮,数百万人民币,"Sinar Mas Group/金光集团,南京紫金科创,图灵资本"
2015-05-04,https://www.itjuzi.com/investevents/8349,知米英语,教育,浙江,A轮,数百万美元,"龙腾资本,顺为基金"
2015-05-04,https://www.itjuzi.com/investevents/8350,51DNS,企业服务,福建,天使轮,未透露,投资方未透露
2015-05-04,https://www.itjuzi.com/investevents/8361,盘石网盟,广告营销,浙江,B轮,2亿美元,"联创永宣,昆吾九鼎投资,美国中经合集团,芳晟股权投资基金"
2015-05-04,https://www.itjuzi.com/investevents/8469,DETIE得意定制,电子商务,上海,天使轮,数百万人民币,PreAngel
2015-05-04,https://www.itjuzi.com/investevents/9581,美颜美佳,本地生活,上海,天使轮,200万人民币,天使湾
2015-05-04,https://www.itjuzi.com/investevents/9781,淘金路,金融,广东,A轮,1070万人民币,"挚盈资本,松禾资本"
2015-05-04,https://www.itjuzi.com/investevents/12264,简繁家,房产服务,湖北,天使轮,数百万人民币,险峰长青(险峰华兴)
2015-05-04,https://www.itjuzi.com/investevents/13073,游密科技,游戏,上海,天使轮,数百万人民币,丰厚资本
2015-05-04,https://www.itjuzi.com/investevents/13216,优萃生物Urtekram,电子商务,上海,A轮,数千万人民币,"红杉资本中国,亚商资本,首业君京投资"
2015-05-04,https://www.itjuzi.com/investevents/13229,鸟蛋骑遇智能骑行系统,汽车交通,山东,天使轮,数百万人民币,探针创投
2015-05-04,https://www.itjuzi.com/investevents/17227,霹雳科技,工具软件,北京,天使轮,未透露,澎湃资本
2015-05-03,https://www.itjuzi.com/investevents/13161,包师傅,电子商务,广东,Pre-A轮,28万人民币,英诺天使基金
2015-05-03,https://www.itjuzi.com/investevents/16665,秀美时尚科技,硬件,广东,天使轮,未透露,顺为基金
2015-05-03,https://www.itjuzi.com/investevents/8938,绚味餐厅,本地生活,北京,天使轮,150万人民币,星瀚资本
2015-05-03,https://www.itjuzi.com/investevents/10782,小鳄养车,汽车交通,上海,天使轮,数百万人民币,投资方未透露
2015-05-02,https://www.itjuzi.com/investevents/8339,罗计物流,物流,北京,B轮,1.26亿美元,投资方未透露
2015-05-02,https://www.itjuzi.com/investevents/9464,找萝卜,企业服务,北京,Pre-A轮,数千万人民币,春晓资本
2015-05-02,https://www.itjuzi.com/investevents/9519,天使礼客,电子商务,广东,种子轮,100万人民币,"中大创投,湾海投资,无极道投资,广东天使会"
2015-05-02,https://www.itjuzi.com/investevents/13132,聚美妈妈,教育,四川,种子轮,20万人民币,投资方未透露
2015-05-02,https://www.itjuzi.com/investevents/13554,物银通,金融,上海,天使轮,数百万人民币,信天创投
2015-05-02,https://www.itjuzi.com/investevents/15504,涌金门,金融,浙江,天使轮,数百万人民币,聚秀资本
2015-05-02,https://www.itjuzi.com/investevents/16596,数字绿土,硬件,北京,A轮,数千万人民币,朗玛峰创投
2015-05-01,https://www.itjuzi.com/investevents/12047,配美网络,电子商务,广东,天使轮,200万人民币,投资方未透露
2015-05-01,https://www.itjuzi.com/investevents/12794,美人有约,本地生活,陕西,天使轮,600万人民币,投资方未透露
2015-05-01,https://www.itjuzi.com/investevents/13351,全景网,企业服务,山东,B轮,3000万人民币,天星资本
2015-05-01,https://www.itjuzi.com/investevents/16497,GOLA库拉科技,社交网络,北京,天使轮,300万人民币,投资方未透露
2015-05-01,https://www.itjuzi.com/investevents/16528,洋码头,电子商务,上海,C轮,数千万人民币,远镜创投
2015-05-01,https://www.itjuzi.com/investevents/17229,英桥教育,教育,上海,天使轮,未透露,澎湃资本
2015-05-01,https://www.itjuzi.com/investevents/8442,鲜榨喜剧,文化娱乐,北京,天使轮,数百万人民币,乐游资本
2015-05-01,https://www.itjuzi.com/investevents/8470,WOSAI喔噻会员,电子商务,上海,天使轮,未透露,"德同资本,PreAngel"
2015-05-01,https://www.itjuzi.com/investevents/8472,糖果大师,电子商务,上海,天使轮,未透露,投资方未透露
2015-05-01,https://www.itjuzi.com/investevents/8476,潮汐车锁,汽车交通,北京,天使轮,未透露,洪泰基金
2015-05-01,https://www.itjuzi.com/investevents/8479,响马帮,汽车交通,北京,天使轮,未透露,洪泰基金
2015-05-01,https://www.itjuzi.com/investevents/8480,鹰眼移动广告,广告营销,北京,天使轮,未透露,洪泰基金
2015-05-01,https://www.itjuzi.com/investevents/8482,乐己明星妆,工具软件,北京,天使轮,未透露,洪泰基金
2015-05-01,https://www.itjuzi.com/investevents/18944,YBDL青少年篮球发展联盟,体育运动,上海,天使轮,未透露,投资方未透露
2015-05-01,https://www.itjuzi.com/investevents/19381,e托管,企业服务,陕西,种子轮,200万人民币,投资方未透露
2015-05-01,https://www.itjuzi.com/investevents/12918,亿投传媒,广告营销,上海,A轮,未透露,小村资本
2015-05-01,https://www.itjuzi.com/investevents/16781,房妈妈,房产服务,福建,天使轮,500万人民币,高捷资本
2015-04-30,https://www.itjuzi.com/investevents/10741,悟空租车-脚印兄弟,汽车交通,北京,Pre-A轮,1500万人民币,紫辉创投
2015-04-30,https://www.itjuzi.com/investevents/8323,约养车,汽车交通,北京,天使轮,1000万人民币,"梅花天使创投,安芙兰创投"
2015-04-30,https://www.itjuzi.com/investevents/8324,UcPaas云之讯网络,工具软件,广东,B轮,亿元及以上人民币,"君联资本,成为资本"
2015-04-30,https://www.itjuzi.com/investevents/8325,乐车邦,汽车交通,上海,天使轮,2600万人民币,红杉资本中国
2015-04-30,https://www.itjuzi.com/investevents/8327,邦帮堂,金融,北京,天使轮,数千万人民币,投资方未透露
2015-04-30,https://www.itjuzi.com/investevents/8328,车小胖,汽车交通,北京,天使轮,500万人民币,投资方未透露
2015-04-30,https://www.itjuzi.com/investevents/8329,吃好点,本地生活,广东,天使轮,1000万人民币,洪泰基金
2015-04-30,https://www.itjuzi.com/investevents/8340,海魄科技,企业服务,上海,A轮,1400万美元,投资方未透露
2015-04-30,https://www.itjuzi.com/investevents/8348,搭伴客,汽车交通,广东,天使轮,500万人民币,投资方未透露
2015-04-30,https://www.itjuzi.com/investevents/8431,Keep,体育运动,北京,A轮,500万美元,"Ventech China,贝塔斯曼亚洲投资基金"
2015-04-30,https://www.itjuzi.com/investevents/8467,企查查,企业服务,江苏,天使轮,220万人民币,险峰长青(险峰华兴)
2015-04-30,https://www.itjuzi.com/investevents/8639,猎掌门,文化娱乐,北京,天使轮,数百万人民币,"极客帮创投,未来工场"
2015-04-30,https://www.itjuzi.com/investevents/8830,夹克的虾-夹克厨房,本地生活,北京,天使轮,600万人民币,"戈壁投资,京东"
2015-04-30,https://www.itjuzi.com/investevents/8846,刑天游戏,游戏,广东,天使轮,未透露,深创投
2015-04-30,https://www.itjuzi.com/investevents/8863,好车伯乐,汽车交通,上海,天使轮,数百万人民币,PreAngel
2015-04-30,https://www.itjuzi.com/investevents/8993,社交新语,教育,江苏,天使轮,100万美元,投资方未透露
2015-04-30,https://www.itjuzi.com/investevents/9108,Need你的-稻田科技,电子商务,北京,天使轮,数百万人民币,"经纬中国,险峰长青(险峰华兴)"
2015-04-30,https://www.itjuzi.com/investevents/9210,红鸿牛-红牛网,金融,广东,天使轮,数百万人民币,京北投资-京北天使
2015-04-30,https://www.itjuzi.com/investevents/9240,加速会-扶摇直上,文化娱乐,北京,天使轮,数百万人民币,上海掌门科技
2015-04-30,https://www.itjuzi.com/investevents/9242,91木材网,电子商务,上海,天使轮,数百万人民币,德沃基金
2015-04-30,https://www.itjuzi.com/investevents/9725,闪聘,企业服务,广东,Pre-A轮,1280万人民币,"东方富海,汉能投资,广州科技风投,创吧投资"
2015-04-30,https://www.itjuzi.com/investevents/10039,LESDO女同志文化平台,文化娱乐,北京,Pre-A轮,760万人民币,"Infinity Venture Partners,线性资本LinearVenture,SOS Ventures"
2015-04-30,https://www.itjuzi.com/investevents/10040,仟寻MoSeeker,企业服务,上海,A轮,600万美元,Infinity Venture Partners
2015-04-30,https://www.itjuzi.com/investevents/10050,一起唱,本地生活,北京,C轮,数千万美元,投资方未透露
2015-04-30,https://www.itjuzi.com/investevents/11647,天天车贷,金融,上海,天使轮,数百万人民币,太冠资本
2015-04-30,https://www.itjuzi.com/investevents/13127,学音悦,教育,陕西,A轮,3000万人民币,乾祥海泉投资(胡海泉)
2015-04-30,https://www.itjuzi.com/investevents/13478,NeoTV牛视网,游戏,上海,A轮,数千万人民币,箭征投资
2015-04-30,https://www.itjuzi.com/investevents/14381,大卫之选,广告营销,北京,Pre-A轮,数千万人民币,投资方未透露
2015-04-30,https://www.itjuzi.com/investevents/14676,早点到餐饮,本地生活,上海,A轮,1000万美元,投资方未透露
2015-04-30,https://www.itjuzi.com/investevents/15050,远景同程,教育,广东,Pre-A轮,1800万人民币,投资方未透露
2015-04-30,https://www.itjuzi.com/investevents/16047,卡农科技销酷,企业服务,广东,天使轮,500万人民币,启赋资本
2015-04-30,https://www.itjuzi.com/investevents/16212,搜影科技,文化娱乐,浙江,A轮,数千万人民币,骊悦投资
2015-04-30,https://www.itjuzi.com/investevents/16233,我淘淘,物流,江苏,天使轮,数百万人民币,华泽资本
2015-04-30,https://www.itjuzi.com/investevents/17087,唐代品牌,企业服务,上海,种子轮,未透露,联创永宣
2015-04-30,https://www.itjuzi.com/investevents/17355,MAGMODE名堂,电子商务,北京,天使轮,数百万人民币,投资方未透露
2015-04-30,https://www.itjuzi.com/investevents/18078,速腾聚创Robosense,硬件,广东,天使轮,数百万人民币,投资方未透露
2015-04-30,https://www.itjuzi.com/investevents/18087,牛友信息,广告营销,江苏,天使轮,数千万人民币,协立投资
2015-04-30,https://www.itjuzi.com/investevents/18090,乔迁之喜,房产服务,北京,天使轮,数百万人民币,协立投资
2015-04-30,https://www.itjuzi.com/investevents/19948,天乐互动,游戏,四川,天使轮,400万人民币,曲速创投
2015-04-29,https://www.itjuzi.com/investevents/18139,方舟万宝,硬件,北京,天使轮,数百万人民币,"泰有投资,清源德丰(清源创投)"
2015-04-29,https://www.itjuzi.com/investevents/19144,KUPA金研微,硬件,广东,天使轮,数百万人民币,达晨创投
2015-04-29,https://www.itjuzi.com/investevents/13749,加油宝,金融,广东,天使轮,350万美元,执一资本Yi Capital
2015-04-29,https://www.itjuzi.com/investevents/14241,雷神游戏本(雷神科技),硬件,山东,A轮,2250万人民币,紫辉创投
2015-04-29,https://www.itjuzi.com/investevents/14917,万户航空航天科技,硬件,北京,A轮,数千万人民币,"联创永宣,涌金集团"
2015-04-29,https://www.itjuzi.com/investevents/8304,Dmall多点商城,电子商务,北京,天使轮,1亿美元,IDG资本
2015-04-29,https://www.itjuzi.com/investevents/8305,英威诺Inveno,文化娱乐,广东,B轮,2亿人民币,"光线传媒,华兴资本"
2015-04-29,https://www.itjuzi.com/investevents/8307,黑镜科技,企业服务,北京,天使轮,数百万人民币,投资方未透露
2015-04-29,https://www.itjuzi.com/investevents/8315,淘心APP,本地生活,广东,A轮,数百万美元,投资方未透露
2015-04-29,https://www.itjuzi.com/investevents/8464,SilkCloud丝云软件,电子商务,上海,A轮,数百万美元,IDG资本
2015-04-29,https://www.itjuzi.com/investevents/8502,乐刷,金融,广东,B轮,亿元及以上人民币,投资方未透露
2015-04-29,https://www.itjuzi.com/investevents/8576,鉴鉴科技,社交网络,北京,天使轮,数百万人民币,小马蜂创投
2015-04-29,https://www.itjuzi.com/investevents/8686,投哪网,金融,广东,B轮,1.5亿人民币,投资方未透露
2015-04-29,https://www.itjuzi.com/investevents/8837,拓实医疗,医疗健康,北京,A轮,数百万美元,"高通Qualcomm Ventures,险峰长青(险峰华兴)"
2015-04-29,https://www.itjuzi.com/investevents/8983,链酒O2O-盛寰宇洲,电子商务,北京,天使轮,1000万人民币,投资方未透露
2015-04-29,https://www.itjuzi.com/investevents/8994,闻闻窝,本地生活,北京,A轮,600万美元,"创新工场,东方弘道(弘合基金)"
2015-04-29,https://www.itjuzi.com/investevents/9243,校联帮-校联购,企业服务,北京,Pre-A轮,数百万人民币,燧石资本
2015-04-29,https://www.itjuzi.com/investevents/9311,易采通,电子商务,江苏,天使轮,数百万人民币,投资方未透露
2015-04-29,https://www.itjuzi.com/investevents/9348,云店家-云深网络,电子商务,上海,A轮,数千万人民币,投资方未透露
2015-04-29,https://www.itjuzi.com/investevents/9396,公牛炒股,金融,北京,A轮,1000万美元,顺为基金
2015-04-29,https://www.itjuzi.com/investevents/10728,云帐房-91代账网,企业服务,江苏,天使轮,600万人民币,AA投资
2015-04-29,https://www.itjuzi.com/investevents/11519,三体空气净化,本地生活,北京,天使轮,数百万人民币,小马蜂创投
2015-04-28,https://www.itjuzi.com/investevents/6604,华康移动医疗-就医宝,医疗健康,广东,B轮,2亿人民币,"云锋基金,同创伟业,新天域资本"
2015-04-28,https://www.itjuzi.com/investevents/8171,北森云计算,企业服务,北京,C轮,1.1亿人民币,"经纬中国,青宥仟和投资,红杉资本中国"
2015-04-28,https://www.itjuzi.com/investevents/8296,舞蹈圈APP,社交网络,北京,天使轮,数百万人民币,投资方未透露
2015-04-28,https://www.itjuzi.com/investevents/8301,图吧,汽车交通,北京,战略投资,2.96亿人民币,四维图新
2015-04-28,https://www.itjuzi.com/investevents/8302,礼多多,电子商务,上海,B轮,未透露,投资方未透露
2015-04-28,https://www.itjuzi.com/investevents/8697,小蜂e家,房产服务,北京,天使轮,数百万人民币,新进创投
2015-04-28,https://www.itjuzi.com/investevents/9371,易配通,汽车交通,浙江,天使轮,300万人民币,"险峰长青(险峰华兴),德沃基金"
2015-04-28,https://www.itjuzi.com/investevents/11262,聚场网,本地生活,北京,天使轮,50万人民币,天使湾
2015-04-28,https://www.itjuzi.com/investevents/11419,租霸,房产服务,北京,天使轮,1200万人民币,"险峰长青(险峰华兴),CA创投"
2015-04-28,https://www.itjuzi.com/investevents/11507,毛遂网,企业服务,上海,A轮,数千万人民币,"825新媒体产业基金,华映资本"
2015-04-28,https://www.itjuzi.com/investevents/12133,虫洞金融,金融,上海,天使轮,数百万人民币,经纬中国
2015-04-28,https://www.itjuzi.com/investevents/12168,博湃养车,汽车交通,北京,B轮,1800万美元,投资方未透露
2015-04-28,https://www.itjuzi.com/investevents/12490,豚鼠科技,硬件,浙江,天使轮,数百万人民币,狮享家新媒体基金
2015-04-28,https://www.itjuzi.com/investevents/15198,TVhome电视之家,文化娱乐,辽宁,A轮,1000万人民币,"鼎聚投资,游侠汇"
2015-04-28,https://www.itjuzi.com/investevents/15858,1001号(壹千零壹号),硬件,江苏,天使轮,数百万人民币,合力投资
2015-04-28,https://www.itjuzi.com/investevents/18052,聚工厂,电子商务,浙江,种子轮,未透露,正邦投资
2015-04-27,https://www.itjuzi.com/investevents/14017,橘子娱乐,文化娱乐,北京,A轮,4000万人民币,"经纬中国,真格基金"
2015-04-27,https://www.itjuzi.com/investevents/14785,花艺在线,教育,北京,A轮,1000万人民币,联科创盈
2015-04-27,https://www.itjuzi.com/investevents/15873,广州小鹏汽车科技有限公司,汽车交通,广东,天使轮,数千万人民币,"微光创投(吴宵光),紫牛基金"
2015-04-27,https://www.itjuzi.com/investevents/16437,一球成名科技,游戏,山东,天使轮,数百万人民币,上海掌门科技
2015-04-27,https://www.itjuzi.com/investevents/8283,微之家,企业服务,福建,种子轮,数十万人民币,投资方未透露
2015-04-27,https://www.itjuzi.com/investevents/8284,会玩旅行网,旅游,北京,A轮,2000万人民币,联创永宣
2015-04-27,https://www.itjuzi.com/investevents/8287,微影时代(微票儿),文化娱乐,北京,B轮,1.05亿美元,"腾讯,万达集团,中国文化产业投资基金,安赐资本"
2015-04-27,https://www.itjuzi.com/investevents/8290,微价商城,电子商务,广东,A轮,数千万美元,晨兴资本
2015-04-27,https://www.itjuzi.com/investevents/8291,小米科技,硬件,北京,E轮,未透露,投资方未透露
2015-04-27,https://www.itjuzi.com/investevents/8292,寓乐湾,教育,北京,A轮,数千万人民币,新东方
2015-04-27,https://www.itjuzi.com/investevents/8293,开三·云匠网,企业服务,浙江,Pre-A轮,1000万人民币,创东方投资
2015-04-27,https://www.itjuzi.com/investevents/9361,兔展RabbitPre-中北明夷,工具软件,广东,A轮,3000万人民币,深创投
2015-04-27,https://www.itjuzi.com/investevents/10653,化塑汇,电子商务,上海,A+轮,数百万美元,SIG海纳亚洲
2015-04-26,https://www.itjuzi.com/investevents/10055,真星座,社交网络,北京,天使轮,数百万人民币,"伙伴创投,启赋资本"
2015-04-26,https://www.itjuzi.com/investevents/15832,极智嘉科技Geek+,硬件,北京,A轮,1000万人民币,心怡物流
2015-04-25,https://www.itjuzi.com/investevents/16565,兔博士APP,房产服务,上海,天使轮,数百万人民币,创新工场
2015-04-25,https://www.itjuzi.com/investevents/8263,弼马温养车网,汽车交通,上海,A轮,1000万人民币,浙商创投
2015-04-25,https://www.itjuzi.com/investevents/9150,北纬56度,电子商务,上海,Pre-A轮,1000万人民币,中路资本
2015-04-25,https://www.itjuzi.com/investevents/11236,花+,电子商务,上海,天使轮,数百万人民币,投资方未透露
2015-04-24,https://www.itjuzi.com/investevents/7363,野农优品,电子商务,辽宁,种子轮,200万人民币,投资方未透露
2015-04-24,https://www.itjuzi.com/investevents/8244,点到按摩,医疗健康,北京,A轮,500万美元,"58同城,盈动资本,高榕资本Banyan Fund"
2015-04-24,https://www.itjuzi.com/investevents/8245,客如云,本地生活,北京,B轮,6600万人民币,"百度,天星资本,景林投资,凯兴资本"
2015-04-24,https://www.itjuzi.com/investevents/8258,玉米科技,企业服务,福建,A轮,4000万人民币,"深创投,联创策源"
2015-04-24,https://www.itjuzi.com/investevents/9437,越游网络,游戏,上海,A轮,数千万人民币,青山资本
2015-04-24,https://www.itjuzi.com/investevents/10534,DoNever容众网络,社交网络,上海,Pre-A轮,数百万人民币,"安思晟投资ACEON,北软天使基金"
2015-04-24,https://www.itjuzi.com/investevents/11462,家政帮,本地生活,浙江,天使轮,数百万人民币,天使湾
2015-04-24,https://www.itjuzi.com/investevents/12950,Solo桌面(赤子城),工具软件,北京,B轮,2亿人民币,海通开元
2015-04-24,https://www.itjuzi.com/investevents/13947,NEIWAI内外内衣,电子商务,上海,天使轮,1000万人民币,真格基金
2015-04-24,https://www.itjuzi.com/investevents/15110,韩品代购,电子商务,广东,A轮,1500万人民币,达晨创投
2015-04-23,https://www.itjuzi.com/investevents/12231,爱航拍,硬件,广东,天使轮,200万人民币,"真格基金,险峰长青(险峰华兴)"
2015-04-23,https://www.itjuzi.com/investevents/12254,倍买电子商务,电子商务,上海,天使轮,数百万人民币,"险峰长青(险峰华兴),创业接力(创业基金会)"
2015-04-23,https://www.itjuzi.com/investevents/13255,联有餐配通,本地生活,上海,种子轮,50万人民币,苏河汇
2015-04-23,https://www.itjuzi.com/investevents/14362,壹宝,医疗健康,浙江,天使轮,数百万人民币,FreesFund峰瑞资本
2015-04-23,https://www.itjuzi.com/investevents/15752,课栈网,教育,北京,天使轮,2000万人民币,春晓资本
2015-04-23,https://www.itjuzi.com/investevents/16422,Trustdata,企业服务,北京,A轮,数百万美元,"创新工场,真格基金"
2015-04-23,https://www.itjuzi.com/investevents/16427,WeSmart,硬件,上海,A轮,数百万美元,遨问投资
2015-04-23,https://www.itjuzi.com/investevents/17090,蛐蛐,电子商务,福建,种子轮,未透露,联创永宣
2015-04-23,https://www.itjuzi.com/investevents/7412,探鹿,企业服务,北京,天使轮,1000万人民币,蓝驰创投
2015-04-23,https://www.itjuzi.com/investevents/8223,团贷网(光影侠),金融,广东,B轮,2亿人民币,"昆吾九鼎投资,巨人网络(巨人创投),久奕投资"
2015-04-23,https://www.itjuzi.com/investevents/8230,会养车,汽车交通,北京,天使轮,数百万人民币,溪山天使会(西山天使会)
2015-04-23,https://www.itjuzi.com/investevents/8236,找船网,物流,广东,天使轮,数百万人民币,真顺基金
2015-04-23,https://www.itjuzi.com/investevents/8237,力行网络,旅游,广东,天使轮,250万人民币,投资方未透露
2015-04-23,https://www.itjuzi.com/investevents/11292,吆喝科技,企业服务,北京,天使轮,110万美元,"FreesFund峰瑞资本,极客帮创投"
2015-04-23,https://www.itjuzi.com/investevents/11458,智慧洗车,汽车交通,上海,天使轮,数百万人民币,天使湾
2015-04-23,https://www.itjuzi.com/investevents/17718,后勤小秘书,企业服务,上海,天使轮,未透露,投资方未透露
2015-04-22,https://www.itjuzi.com/investevents/8206,107间,房产服务,北京,天使轮,1000万人民币,"洪泰基金,新进创投"
2015-04-22,https://www.itjuzi.com/investevents/8219,手机贷,金融,上海,A+轮,数千万美元,蓝湖资本
2015-04-22,https://www.itjuzi.com/investevents/8432,小冰火人,电子商务,广东,A轮,4615万人民币,德美化工
2015-04-22,https://www.itjuzi.com/investevents/9510,指尖快递-贯通云网,物流,北京,Pre-A轮,数千万人民币,"软银中国,长石资本"
2015-04-22,https://www.itjuzi.com/investevents/10564,爱抢购,电子商务,上海,B轮,数千万人民币,阿里巴巴
2015-04-22,https://www.itjuzi.com/investevents/11144,奇点金融,金融,北京,天使轮,120万美元,天使投资人王刚
2015-04-22,https://www.itjuzi.com/investevents/11352,Musical.ly音乐地,文化娱乐,上海,A轮,数百万美元,猎豹移动
2015-04-22,https://www.itjuzi.com/investevents/11471,爱燃烧,体育运动,上海,天使轮,数百万人民币,原子创投
2015-04-22,https://www.itjuzi.com/investevents/15075,百动,体育运动,北京,A轮,6000万人民币,"千合资本,朱雀投资"
2015-04-22,https://www.itjuzi.com/investevents/16048,众宝科技(众宝土特产),电子商务,北京,天使轮,数百万人民币,启赋资本
2015-04-21,https://www.itjuzi.com/investevents/11827,装修圈,房产服务,广东,天使轮,数百万人民币,创吧投资
2015-04-21,https://www.itjuzi.com/investevents/12271,PATGAME众派游戏,游戏,广东,天使轮,数百万人民币,"九合创投,经纬中国"
2015-04-21,https://www.itjuzi.com/investevents/12646,武汉珈和科技,企业服务,湖北,天使轮,数百万人民币,"合力投资,点亮资本"
2015-04-21,https://www.itjuzi.com/investevents/14368,AirDino第一人居,硬件,北京,天使轮,794万人民币,投资方未透露
2015-04-21,https://www.itjuzi.com/investevents/15063,六膳门,本地生活,北京,天使轮,300万人民币,和瑾资本
2015-04-21,https://www.itjuzi.com/investevents/8185,知果果网,企业服务,北京,A轮,370万美元,"经纬中国,联想之星"
2015-04-21,https://www.itjuzi.com/investevents/8186,返利网,电子商务,上海,C轮,1亿美元,日本乐天Rakuten
2015-04-21,https://www.itjuzi.com/investevents/8189,淘手游,游戏,贵州,A轮,数千万人民币,"清科创投,蓝港互动"
2015-04-21,https://www.itjuzi.com/investevents/8192,积木盒子(PINTEC品钛集团),金融,北京,C轮,8400万美元,"Investec英国天达集团,熙金资本Zhong Capital,曼图资本Mandra Capital,海通开元,经纬中国,和玉基金,小米科技,顺为基金,Ventech China"
2015-04-21,https://www.itjuzi.com/investevents/8194,优必选科技,硬件,广东,A+轮,2000万美元,投资方未透露
2015-04-21,https://www.itjuzi.com/investevents/8195,一平米,房产服务,北京,天使轮,数百万人民币,"德沃基金,险峰长青(险峰华兴)"
2015-04-21,https://www.itjuzi.com/investevents/8196,58月嫂,本地生活,北京,天使轮,数百万人民币,58同城
2015-04-21,https://www.itjuzi.com/investevents/8202,大红袜全球购,电子商务,广东,A轮,数千万人民币,赛马资本
2015-04-21,https://www.itjuzi.com/investevents/8203,闪白条,金融,北京,天使轮,500万美元,唯猎资本
2015-04-21,https://www.itjuzi.com/investevents/8247,车能贷,金融,浙江,天使轮,1200万人民币,"飞马基金-飞马旅,伯藜创投"
2015-04-21,https://www.itjuzi.com/investevents/9889,大搜车,汽车交通,北京,C轮,2649万美元,神州租车
2015-04-21,https://www.itjuzi.com/investevents/10559,e家帮,本地生活,广东,Pre-A轮,1000万人民币,东方富海
2015-04-21,https://www.itjuzi.com/investevents/11125,考拉娱乐,文化娱乐,北京,Pre-A轮,数百万人民币,知初资本
2015-04-21,https://www.itjuzi.com/investevents/11274,我爱小城,本地生活,江苏,A轮,数千万人民币,投资方未透露
2015-04-20,https://www.itjuzi.com/investevents/8163,马展金融,金融,北京,A轮,1000万美元,蓝驰创投
2015-04-20,https://www.itjuzi.com/investevents/8173,车蚂蚁,汽车交通,浙江,A轮,2000万美元,"凯旋创投,晨兴资本"
2015-04-20,https://www.itjuzi.com/investevents/8180,云从科技,硬件,广东,战略投资,5000万人民币,投资方未透露
2015-04-20,https://www.itjuzi.com/investevents/8183,MAKA,企业服务,广东,Pre-A轮,数千万人民币,经纬中国
2015-04-20,https://www.itjuzi.com/investevents/8187,微盟,广告营销,上海,B轮,1.5亿人民币,"金字火腿,华映资本"
2015-04-20,https://www.itjuzi.com/investevents/9458,易钱庄,金融,广东,A轮,数百万美元,北极光创投
2015-04-20,https://www.itjuzi.com/investevents/9918,在校生-慧校网络,电子商务,北京,Pre-A轮,1000万人民币,"洪泰基金,英诺天使基金,北软天使基金"
2015-04-20,https://www.itjuzi.com/investevents/10059,青苔债管家,金融,北京,天使轮,数百万人民币,"伙伴创投,梅花天使创投,天使汇"
2015-04-20,https://www.itjuzi.com/investevents/10531,赔付宝,金融,上海,Pre-A轮,1000万人民币,投资方未透露
2015-04-20,https://www.itjuzi.com/investevents/11882,识人知趣(识趣儿),社交网络,北京,天使轮,数百万人民币,集结号资本
2015-04-20,https://www.itjuzi.com/investevents/12355,达达配送,物流,上海,B轮,数千万美元,"红杉资本中国,景林投资,昆仑万维"
2015-04-20,https://www.itjuzi.com/investevents/13476,清源科技(清源火眼),企业服务,上海,天使轮,数百万人民币,投资方未透露
2015-04-20,https://www.itjuzi.com/investevents/14328,易保险,汽车交通,北京,A轮,5000万人民币,新浪微博(新浪微创投)
2015-04-20,https://www.itjuzi.com/investevents/14957,美迪西,医疗健康,上海,B轮,数千万人民币,投资方未透露
2015-04-20,https://www.itjuzi.com/investevents/15660,秀餐网,本地生活,北京,天使轮,200万人民币,投资方未透露
2015-04-20,https://www.itjuzi.com/investevents/15670,龙沧文化《双月之城》,文化娱乐,上海,天使轮,数百万人民币,"乐游资本,极客帮创投"
2015-04-19,https://www.itjuzi.com/investevents/13597,吃吃饭,本地生活,上海,天使轮,数百万人民币,光合创投(光合基金)
2015-04-19,https://www.itjuzi.com/investevents/14320,大嘴巴同厂交友社区,社交网络,广东,天使轮,数百万人民币,中国平安(平安创新投)
2015-04-19,https://www.itjuzi.com/investevents/15633,七维视觉(七维科技),文化娱乐,北京,A轮,数千万人民币,光线传媒
2015-04-19,https://www.itjuzi.com/investevents/16323,门派,社交网络,江苏,天使轮,数百万人民币,能图资本
